#                  N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  1.68813922E-02  2.89597015E-05
  3.00000000E-02  1.69149959E-02  2.32631762E-05
  6.00000000E-02  1.68810940E-02  2.23991696E-05
  9.00000000E-02  1.68281543E-02  2.12062763E-05
  1.20000000E-01  1.67844874E-02  2.15112294E-05
  1.50000000E-01  1.67019921E-02  2.11793918E-05
  1.80000000E-01  1.66262114E-02  2.09210055E-05
  2.10000000E-01  1.65181718E-02  2.01192162E-05
  2.40000000E-01  1.64213416E-02  1.97819819E-05
  2.70000000E-01  1.62962080E-02  1.91634215E-05
  3.00000000E-01  1.61592442E-02  1.97115840E-05
  3.30000000E-01  1.60214053E-02  1.92696042E-05
  3.60000000E-01  1.58564170E-02  1.90579502E-05
  3.90000000E-01  1.56925868E-02  1.84186523E-05
  4.20000000E-01  1.55063232E-02  1.83683627E-05
  4.50000000E-01  1.53192144E-02  1.83050238E-05
  4.80000000E-01  1.51057388E-02  1.76059817E-05
  5.10000000E-01  1.48945651E-02  1.77430594E-05
  5.40000000E-01  1.46711121E-02  1.68456937E-05
  5.70000000E-01  1.44374814E-02  1.71044407E-05
  6.00000000E-01  1.41883729E-02  1.63416944E-05
  6.30000000E-01  1.39371177E-02  1.61325134E-05
  6.60000000E-01  1.36771672E-02  1.57243626E-05
  6.90000000E-01  1.34005024E-02  1.51961328E-05
  7.20000000E-01  1.31193682E-02  1.51386971E-05
  7.50000000E-01  1.28348101E-02  1.43657353E-05
  7.80000000E-01  1.25377714E-02  1.42390264E-05
  8.10000000E-01  1.22355737E-02  1.37389843E-05
  8.40000000E-01  1.19343930E-02  1.33089807E-05
  8.70000000E-01  1.16187029E-02  1.29678590E-05
  9.00000000E-01  1.13071381E-02  1.26855745E-05
  9.30000000E-01  1.09828352E-02  1.24130582E-05
  9.60000000E-01  1.06570950E-02  1.19794192E-05
  9.90000000E-01  1.03295264E-02  1.16474528E-05
  1.02000000E+00  9.99844361E-03  1.12079385E-05
  1.05000000E+00  9.67194165E-03  1.08399950E-05
  1.08000000E+00  9.33746941E-03  1.04902491E-05
  1.11000000E+00  8.99988730E-03  1.02579996E-05
  1.14000000E+00  8.66928107E-03  9.73791662E-06
  1.17000000E+00  8.33838824E-03  9.23201348E-06
  1.20000000E+00  8.00332554E-03  8.88588698E-06
  1.23000000E+00  7.67181225E-03  8.57783065E-06
  1.26000000E+00  7.34330635E-03  8.19779468E-06
  1.29000000E+00  7.02251285E-03  7.83463575E-06
  1.32000000E+00  6.70230870E-03  7.46588108E-06
  1.35000000E+00  6.38322829E-03  7.05409845E-06
  1.38000000E+00  6.06989759E-03  6.72645054E-06
  1.41000000E+00  5.76235115E-03  6.41023623E-06
  1.44000000E+00  5.45915605E-03  6.13122185E-06
  1.47000000E+00  5.16531976E-03  5.75467905E-06
  1.50000000E+00  4.87656289E-03  5.47297629E-06
  1.53000000E+00  4.59206358E-03  5.14496167E-06
  1.56000000E+00  4.32043066E-03  4.88471035E-06
  1.59000000E+00  4.04995072E-03  4.54415200E-06
  1.62000000E+00  3.79075702E-03  4.32081244E-06
  1.65000000E+00  3.54212348E-03  3.99052264E-06
  1.68000000E+00  3.30115404E-03  3.70850175E-06
  1.71000000E+00  3.06929106E-03  3.48351368E-06
  1.74000000E+00  2.84491048E-03  3.26282207E-06
  1.77000000E+00  2.63132413E-03  3.03754162E-06
  1.80000000E+00  2.42596168E-03  2.93418506E-06
  1.83000000E+00  2.23315097E-03  2.55964552E-06
  1.86000000E+00  2.04769740E-03  2.43499265E-06
  1.89000000E+00  1.87250081E-03  2.16611629E-06
  1.92000000E+00  1.70925753E-03  2.01549841E-06
  1.95000000E+00  1.55308571E-03  1.83078102E-06
  1.98000000E+00  1.40670940E-03  1.67563628E-06
  2.01000000E+00  1.26999228E-03  1.52169750E-06
  2.04000000E+00  1.14268655E-03  1.42044797E-06
  2.07000000E+00  1.02391731E-03  1.26578523E-06
  2.10000000E+00  9.14637666E-04  1.13027124E-06
  2.13000000E+00  8.13714805E-04  1.02396711E-06
  2.16000000E+00  7.21270895E-04  9.23331509E-07
  2.19000000E+00  6.36513098E-04  8.31878015E-07
  2.22000000E+00  5.58818811E-04  7.53892223E-07
  2.25000000E+00  4.89334209E-04  6.95808518E-07
  2.28000000E+00  4.25285637E-04  5.99336029E-07
  2.31000000E+00  3.67722489E-04  5.19912047E-07
  2.34000000E+00  3.17305660E-04  4.63103728E-07
  2.37000000E+00  2.71528332E-04  4.05981209E-07
  2.40000000E+00  2.31671698E-04  3.69412589E-07
  2.43000000E+00  1.96330597E-04  3.24882436E-07
  2.46000000E+00  1.65420939E-04  2.80915612E-07
  2.49000000E+00  1.38295540E-04  2.50472105E-07
  2.52000000E+00  1.14818133E-04  2.19578777E-07
  2.55000000E+00  9.49154892E-05  1.86982321E-07
  2.58000000E+00  7.80188908E-05  1.60616121E-07
  2.61000000E+00  6.33224467E-05  1.38888661E-07
  2.64000000E+00  5.10885694E-05  1.32506635E-07
