#              N               K              ΔK               V              ΔV           V_ext          ΔV_ext           V_int          ΔV_int               E              ΔE            E_mu           ΔE_mu             K/N            ΔK/N             V/N            ΔV/N             E/N            ΔE/N               N              ΔN             N^2            ΔN^2         density        Δdensity
  8.00000000E+01  2.40764496E+03  1.64989190E+01 -4.88925041E+03  1.68584615E+01 -3.06963426E+03  8.41119914E+00 -1.81971365E+03  8.56179092E+00 -2.48160546E+03  1.58917752E+01 -2.46498789E+03  1.58724472E+01  2.89741161E+01  1.77527503E-01 -5.88389387E+01  6.48462282E-02 -2.98648226E+01  1.78759046E-01  8.30878278E+01  2.02760756E-01  6.90524811E+03  3.39392665E+01  1.65297981E-02  4.03379687E-05
  6.00000000E+01  2.07523269E+03  6.69146629E+00 -3.40660934E+03  1.07315183E+00 -2.33842288E+03  4.97890845E-01 -1.06805730E+03  7.17035926E-01 -1.33137666E+03  6.90086270E+00 -1.32177554E+03  6.90086270E+00  4.32287643E+01  1.39405548E-01 -7.09629375E+01  2.36995332E-02 -2.77341732E+01  1.43767973E-01  4.80055964E+01  4.00630482E-03  2.30454285E+03  3.88611568E-01  1.69785066E-02  1.41694027E-06
  6.00000000E+01  1.22295171E+03  2.53450828E+01 -2.61549648E+03  2.15060670E+01 -1.98139253E+03  9.41538272E+00 -6.34106389E+02  1.26723492E+01 -1.39254477E+03  5.43005075E+00 -1.20508714E+03  6.66516453E+00  3.25066352E+01  3.79828059E-01 -6.97718284E+01  7.10316526E-02 -3.72651932E+01  4.17417468E-01  3.74915256E+01  3.21935335E-01  1.40931961E+03  2.48276033E+01  1.32599147E-02  1.13861337E-04
  8.00000000E+01  2.33900008E+03  1.41605853E+01 -4.87162973E+03  1.25785186E+01 -3.05869774E+03  3.50157074E+00 -1.81282531E+03  9.32739430E+00 -2.53262965E+03  1.56396456E+01 -2.12087639E+03  1.53157418E+01  2.84024193E+01  1.63931944E-01 -5.91531757E+01  6.33213874E-02 -3.07507564E+01  1.70124056E-01  8.23506534E+01  1.29369440E-01  6.78234575E+03  2.12295397E+01  1.63831419E-02  2.57372279E-05
  5.00000000E+01  9.44812275E+02  1.44418930E+01 -2.35488558E+03  1.20093563E+01 -1.83691519E+03  7.79918382E+00 -5.17920477E+02  4.34223961E+00 -1.41007330E+03  4.02441759E+00 -1.07167833E+03  5.21076655E+00  2.78070068E+01  2.64692393E-01 -6.95984754E+01  2.75182677E-02 -4.17914686E+01  2.80328262E-01  3.38394972E+01  1.79986413E-01  1.14831614E+03  1.26359991E+01  1.19682739E-02  6.36571707E-05
  7.00000000E+01  2.09977745E+03  3.26511152E+01 -4.56010108E+03  2.93063725E+01 -2.92882624E+03  1.26614731E+01 -1.63138265E+03  1.69157134E+01 -2.46032363E+03  1.49819846E+01 -1.67556224E+03  1.53216250E+01  2.67076529E+01  3.10764309E-01 -5.80854685E+01  1.12485087E-01 -3.13778156E+01  2.33090254E-01  7.84761387E+01  3.53081718E-01  6.16426028E+03  5.57470239E+01  1.56123318E-02  7.02433752E-05
  5.00000000E+01  8.55588841E+02  9.60959456E+00 -2.25571264E+03  8.69796880E+00 -1.77235801E+03  5.63324242E+00 -4.83376550E+02  3.18565498E+00 -1.40012380E+03  2.41050666E+00 -9.13057688E+02  3.43469347E+00  2.62838672E+01  1.85546240E-01 -6.94701056E+01  1.25274902E-02 -4.31862384E+01  1.86949584E-01  3.24710742E+01  1.25527193E-01  1.05611458E+03  8.43294488E+00  1.14842932E-02  4.43961628E-05
  6.00000000E+01  1.90161821E+03  1.59804025E+01 -4.33515722E+03  1.35931435E+01 -2.82535404E+03  8.00061313E+00 -1.50989464E+03  7.04072579E+00 -2.43353901E+03  1.57438297E+01 -1.29881639E+03  1.49588434E+01  2.51332487E+01  1.91532394E-01 -5.73012093E+01  5.72938560E-02 -3.21679606E+01  1.92791778E-01  7.56481747E+01  1.73130314E-01  5.72427255E+03  2.59344089E+01  1.50497262E-02  3.44431832E-05
  5.00000000E+01  1.52607262E+03  1.40536642E+01 -3.81041240E+03  1.42323053E+01 -2.58637545E+03  7.08284765E+00 -1.22400539E+03  7.51663017E+00 -2.28433978E+03  1.18583136E+01 -9.12002414E+02  1.07905963E+01  2.22289777E+01  1.70480079E-01 -5.55233777E+01  5.52403075E-02 -3.32944001E+01  1.56364264E-01  6.86168684E+01  1.91329969E-01  4.71041428E+03  2.62352854E+01  1.36508922E-02  3.80638868E-05
  5.00000000E+01  8.24885935E+02  2.12873143E+00 -2.22341287E+03  4.53633884E-01 -1.75220366E+03  2.63917547E-01 -4.71217048E+02  2.76873106E-01 -1.39852693E+03  2.08281163E+00 -7.58607136E+02  2.08224321E+00  2.57808114E+01  6.63210028E-02 -6.94902774E+01  1.17426972E-02 -4.37094660E+01  6.50661208E-02  3.19959898E+01  2.71269706E-03  1.02374736E+03  1.70899915E-01  1.13162665E-02  9.59420187E-07
