#                  N = 80.00                                       N = 60.00                                       N = 60.00                                       N = 80.00                                       N = 50.00                                       N = 70.00                                       N = 50.00                                       N = 60.00                                       N = 50.00                                       N = 50.00                                       N = 50.00                                       N = 50.00                                       N = 40.00                                       N = 40.00                                       N = 30.00                                       N = 30.00                                       N = 20.00                                       N = 20.00                                       N = 10.00                                       N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)
  4.04000000E+00  4.91772757E-02  1.54474661E-04  3.03000000E+00  7.51774606E-02  7.54131191E-05  3.03000000E+00  3.78002475E-02  1.39717450E-03  4.04000000E+00  5.16462585E-02  1.42514973E-04  3.03000000E+00  2.73392973E-02  5.28608465E-04  4.04000000E+00  5.18158627E-02  2.11082743E-04  3.03000000E+00  2.41586078E-02  3.19245303E-04  4.04000000E+00  5.10226199E-02  3.65649192E-04  4.04000000E+00  5.19028202E-02  2.00041765E-04  3.03000000E+00  2.28985161E-02  2.51165364E-05  3.03000000E+00  1.70987253E-02  1.31892572E-04  4.04000000E+00  5.18302968E-02  1.57962979E-04  4.04000000E+00  4.84356113E-02  1.09886782E-04  3.03000000E+00  1.53050065E-02  9.91942655E-05  4.04000000E+00  3.86265560E-02  8.38276543E-05  3.03000000E+00  1.36410473E-02  6.42738437E-05  4.04000000E+00  2.20845886E-03  4.76832253E-06  3.03000000E+00  1.12409950E-02  3.46344641E-05  3.03000000E+00  8.51763974E-03  1.72151447E-05  4.04000000E+00  1.54543605E-04  4.85215840E-07
  4.08000000E+00  5.31314437E-02  1.53820299E-04  3.06000000E+00  6.71033598E-02  7.34435737E-05  3.06000000E+00  3.31528427E-02  1.26762161E-03  4.08000000E+00  5.56514824E-02  1.40594764E-04  3.06000000E+00  2.37408309E-02  4.81626853E-04  4.08000000E+00  5.54506485E-02  2.21839977E-04  3.06000000E+00  2.08890925E-02  2.85194599E-04  4.08000000E+00  5.45173208E-02  3.62805553E-04  4.08000000E+00  5.44481526E-02  1.98052904E-04  3.06000000E+00  1.97639207E-02  2.38634870E-05  3.06000000E+00  1.46688567E-02  1.14864453E-04  4.08000000E+00  5.37801781E-02  1.68036885E-04  4.08000000E+00  4.98004457E-02  1.13404354E-04  3.06000000E+00  1.31221290E-02  8.71541137E-05  4.08000000E+00  3.96043540E-02  8.62731608E-05  3.06000000E+00  1.16636187E-02  5.66774237E-05  4.08000000E+00  2.26478840E-03  4.87378994E-06  3.06000000E+00  9.58839159E-03  2.80666608E-05  3.06000000E+00  7.24849257E-03  1.50847124E-05  4.08000000E+00  1.58440314E-04  4.98221251E-07
  4.12000000E+00  5.71462671E-02  1.56892287E-04  3.09000000E+00  5.91735537E-02  6.91194917E-05  3.09000000E+00  2.87749241E-02  1.13580523E-03  4.12000000E+00  5.98092768E-02  1.51227407E-04  3.09000000E+00  2.03878430E-02  4.30614646E-04  4.12000000E+00  5.90713275E-02  2.33241471E-04  3.09000000E+00  1.78754801E-02  2.55965996E-04  4.12000000E+00  5.78454394E-02  3.64139679E-04  4.12000000E+00  5.68994007E-02  1.85828880E-04  3.09000000E+00  1.68793237E-02  2.17159319E-05  3.09000000E+00  1.24626600E-02  9.97453882E-05  4.12000000E+00  5.56398065E-02  1.56954660E-04  4.12000000E+00  5.09972698E-02  1.22235087E-04  3.09000000E+00  1.11096796E-02  7.50996640E-05  4.12000000E+00  4.04236589E-02  9.23951960E-05  3.09000000E+00  9.87555366E-03  4.69111606E-05  4.12000000E+00  2.31244959E-03  4.96503183E-06  3.09000000E+00  8.09212520E-03  2.55663498E-05  3.09000000E+00  6.10465278E-03  1.30702250E-05  4.12000000E+00  1.61764085E-04  5.11643079E-07
  4.16000000E+00  6.11871056E-02  1.59462861E-04  3.12000000E+00  5.14496776E-02  6.36378243E-05  3.12000000E+00  2.46610155E-02  1.00432326E-03  4.16000000E+00  6.37099621E-02  1.61397395E-04  3.12000000E+00  1.73361230E-02  3.81695238E-04  4.16000000E+00  6.26105622E-02  2.36259000E-04  3.12000000E+00  1.51052758E-02  2.23327703E-04  4.16000000E+00  6.11051568E-02  3.64810979E-04  4.16000000E+00  5.93514195E-02  1.75905804E-04  3.12000000E+00  1.42232242E-02  1.92816670E-05  3.12000000E+00  1.04492158E-02  8.48735478E-05  4.16000000E+00  5.72687410E-02  1.69165267E-04  4.16000000E+00  5.19650760E-02  1.19940653E-04  3.12000000E+00  9.30137602E-03  6.44804377E-05  4.16000000E+00  4.10586848E-02  9.27249841E-05  3.12000000E+00  8.25942836E-03  3.92878037E-05  4.16000000E+00  2.34981655E-03  5.12864194E-06  3.12000000E+00  6.75670039E-03  2.15491193E-05  3.12000000E+00  5.07869376E-03  1.04249000E-05  4.16000000E+00  1.64483618E-04  5.22134636E-07
  4.20000000E+00  6.50404663E-02  1.82434925E-04  3.15000000E+00  4.41671024E-02  5.94618677E-05  3.15000000E+00  2.08464751E-02  8.68774137E-04  4.20000000E+00  6.75603543E-02  1.75881273E-04  3.15000000E+00  1.45224298E-02  3.27855719E-04  4.20000000E+00  6.59282849E-02  2.78470079E-04  3.15000000E+00  1.26007380E-02  1.91931163E-04  4.20000000E+00  6.41456944E-02  3.44241188E-04  4.20000000E+00  6.14840678E-02  1.85914353E-04  3.15000000E+00  1.18665537E-02  1.76309253E-05  3.15000000E+00  8.67192971E-03  7.15095824E-05  4.20000000E+00  5.86536557E-02  1.75360573E-04  4.20000000E+00  5.27006373E-02  1.28801702E-04  3.15000000E+00  7.71124899E-03  5.46670442E-05  4.20000000E+00  4.15069632E-02  9.06070943E-05  3.15000000E+00  6.83142158E-03  3.40768849E-05  4.20000000E+00  2.37670519E-03  5.21160518E-06  3.15000000E+00  5.57768417E-03  1.78502599E-05  3.15000000E+00  4.18076427E-03  9.37812650E-06  4.20000000E+00  1.66221604E-04  5.37963894E-07
  4.24000000E+00  6.88327982E-02  2.07616045E-04  3.18000000E+00  3.73144135E-02  5.46123024E-05  3.18000000E+00  1.73979062E-02  7.41464346E-04  4.24000000E+00  7.11509926E-02  1.84703702E-04  3.18000000E+00  1.20308055E-02  2.79734860E-04  4.24000000E+00  6.90053539E-02  3.10416842E-04  3.18000000E+00  1.04084507E-02  1.62289276E-04  4.24000000E+00  6.70053648E-02  3.52674037E-04  4.24000000E+00  6.31796198E-02  1.90653314E-04  3.18000000E+00  9.75519715E-03  1.65140728E-05  3.18000000E+00  7.11142578E-03  6.03708967E-05  4.24000000E+00  5.98091237E-02  1.73709850E-04  4.24000000E+00  5.32066982E-02  1.22012482E-04  3.18000000E+00  6.29456610E-03  4.56709052E-05  4.24000000E+00  4.17351609E-02  9.70228273E-05  3.18000000E+00  5.56969204E-03  2.73950073E-05  4.24000000E+00  2.39002802E-03  5.24394901E-06  3.18000000E+00  4.54451098E-03  1.41099507E-05  3.18000000E+00  3.39931383E-03  7.76907585E-06  4.24000000E+00  1.67336015E-04  5.42069595E-07
  4.28000000E+00  7.22706625E-02  2.34550120E-04  3.21000000E+00  3.10979569E-02  5.17934456E-05  3.21000000E+00  1.43413650E-02  6.27414218E-04  4.28000000E+00  7.43536880E-02  1.70414302E-04  3.21000000E+00  9.80457109E-03  2.33575693E-04  4.28000000E+00  7.17469866E-02  3.21611550E-04  3.21000000E+00  8.46124099E-03  1.36714053E-04  4.28000000E+00  6.94555616E-02  3.44336765E-04  4.28000000E+00  6.46541500E-02  2.03570815E-04  3.21000000E+00  7.92085818E-03  1.44792837E-05  3.21000000E+00  5.74250981E-03  5.02456517E-05  4.28000000E+00  6.05563063E-02  1.88238911E-04  4.28000000E+00  5.33865797E-02  1.37788992E-04  3.21000000E+00  5.08288274E-03  3.83425328E-05  4.28000000E+00  4.18001992E-02  9.85831008E-05  3.21000000E+00  4.49652039E-03  2.26973436E-05  4.28000000E+00  2.39072367E-03  5.21893579E-06  3.21000000E+00  3.65271328E-03  1.21300745E-05  3.21000000E+00  2.73072568E-03  6.20514645E-06  4.28000000E+00  1.67320643E-04  5.38362208E-07
  4.32000000E+00  7.53584839E-02  2.47468572E-04  3.24000000E+00  2.55021464E-02  4.70902671E-05  3.24000000E+00  1.16451853E-02  5.19045039E-04  4.32000000E+00  7.72596305E-02  1.76413036E-04  3.24000000E+00  7.92155600E-03  1.95877918E-04  4.32000000E+00  7.40431046E-02  3.54683239E-04  3.24000000E+00  6.78346304E-03  1.13398964E-04  4.32000000E+00  7.15210143E-02  3.24610379E-04  4.32000000E+00  6.58264613E-02  2.11280510E-04  3.24000000E+00  6.34350758E-03  1.35846196E-05  3.24000000E+00  4.57709390E-03  4.10800604E-05  4.32000000E+00  6.09738584E-02  1.98566428E-04  4.32000000E+00  5.33110430E-02  1.36719836E-04  3.24000000E+00  4.04751335E-03  3.05411178E-05  4.32000000E+00  4.15686912E-02  9.92416607E-05  3.24000000E+00  3.57838131E-03  1.83548580E-05  4.32000000E+00  2.37766346E-03  5.23603070E-06  3.24000000E+00  2.90084750E-03  9.42208694E-06  3.24000000E+00  2.15999566E-03  5.10082405E-06  4.32000000E+00  1.66323370E-04  5.36070876E-07
  4.36000000E+00  7.80848525E-02  2.74385364E-04  3.27000000E+00  2.06096662E-02  4.02577569E-05  3.27000000E+00  9.28203849E-03  4.24051368E-04  4.36000000E+00  7.95988113E-02  1.81471567E-04  3.27000000E+00  6.26939523E-03  1.60587565E-04  4.36000000E+00  7.58582326E-02  3.79157086E-04  3.27000000E+00  5.35799238E-03  8.99329582E-05  4.36000000E+00  7.29647957E-02  3.14354478E-04  4.36000000E+00  6.65931937E-02  2.30128641E-04  3.27000000E+00  4.99900748E-03  1.05445614E-05  3.27000000E+00  3.60073478E-03  3.33222473E-05  4.36000000E+00  6.10231049E-02  2.05564071E-04  4.36000000E+00  5.29075050E-02  1.40720230E-04  3.27000000E+00  3.17781194E-03  2.56153010E-05  4.36000000E+00  4.11110096E-02  1.02053549E-04  3.27000000E+00  2.80458669E-03  1.51886351E-05  4.36000000E+00  2.35103114E-03  5.26230923E-06  3.27000000E+00  2.27290248E-03  8.09672131E-06  3.27000000E+00  1.68773445E-03  4.38755760E-06  4.36000000E+00  1.64437841E-04  5.32447704E-07
  4.40000000E+00  8.02158984E-02  3.11625234E-04  3.30000000E+00  1.63450165E-02  3.43788731E-05  3.30000000E+00  7.30700418E-03  3.38646053E-04  4.40000000E+00  8.13386930E-02  1.92591403E-04  3.30000000E+00  4.90535200E-03  1.28044758E-04  4.40000000E+00  7.71530990E-02  4.17216150E-04  3.30000000E+00  4.16740070E-03  7.17140651E-05  4.40000000E+00  7.41044311E-02  3.12605651E-04  4.40000000E+00  6.67349094E-02  2.70399847E-04  3.30000000E+00  3.88748427E-03  8.97611875E-06  3.30000000E+00  2.78889850E-03  2.59621141E-05  4.40000000E+00  6.07689178E-02  2.24308134E-04  4.40000000E+00  5.21057224E-02  1.40002518E-04  3.30000000E+00  2.45175637E-03  2.04804249E-05  4.40000000E+00  4.03973492E-02  9.99048432E-05  3.30000000E+00  2.16378690E-03  1.19670537E-05  4.40000000E+00  2.30864597E-03  5.12270934E-06  3.30000000E+00  1.74686475E-03  6.15896378E-06  3.30000000E+00  1.29607696E-03  3.49038346E-06  4.40000000E+00  1.61693097E-04  5.26998332E-07
  4.44000000E+00  8.17237012E-02  3.20231288E-04  3.33000000E+00  1.27180268E-02  3.09375758E-05  3.33000000E+00  5.63540859E-03  2.63781354E-04  4.44000000E+00  8.25280397E-02  2.03832086E-04  3.33000000E+00  3.76046518E-03  1.00463832E-04  4.44000000E+00  7.80039010E-02  4.26417610E-04  3.33000000E+00  3.18147548E-03  5.53359310E-05  4.44000000E+00  7.46003892E-02  3.08332256E-04  4.44000000E+00  6.64404797E-02  2.73768524E-04  3.33000000E+00  2.96973467E-03  7.77912041E-06  3.33000000E+00  2.11975495E-03  1.98676397E-05  4.44000000E+00  5.99916397E-02  2.29528662E-04  4.44000000E+00  5.10368540E-02  1.46001977E-04  3.33000000E+00  1.86652021E-03  1.59518271E-05  4.44000000E+00  3.94478351E-02  1.01955097E-04  3.33000000E+00  1.64449487E-03  8.93034452E-06  4.44000000E+00  2.25201377E-03  4.99018713E-06  3.33000000E+00  1.32499496E-03  5.01923255E-06  3.33000000E+00  9.82295654E-04  2.62661439E-06  4.44000000E+00  1.57630753E-04  5.15245973E-07
  4.48000000E+00  8.26351908E-02  3.49267176E-04  3.36000000E+00  9.76573609E-03  2.69606067E-05  3.36000000E+00  4.28550066E-03  2.05945856E-04  4.48000000E+00  8.27923362E-02  2.03516681E-04  3.36000000E+00  2.83557370E-03  7.74782990E-05  4.48000000E+00  7.80182446E-02  4.65821216E-04  3.36000000E+00  2.39769265E-03  4.35279406E-05  4.48000000E+00  7.45282264E-02  2.99959867E-04  4.48000000E+00  6.56740108E-02  2.87184278E-04  3.36000000E+00  2.23204096E-03  7.39978653E-06  3.36000000E+00  1.58846805E-03  1.50972019E-05  4.48000000E+00  5.87264973E-02  2.39980857E-04  4.48000000E+00  4.96010828E-02  1.35648627E-04  3.36000000E+00  1.39376453E-03  1.19073487E-05  4.48000000E+00  3.82256168E-02  9.73420434E-05  3.36000000E+00  1.22628253E-03  7.19406641E-06  4.48000000E+00  2.18071422E-03  4.82845534E-06  3.36000000E+00  9.88730081E-04  3.99549189E-06  3.36000000E+00  7.31146591E-04  2.15879924E-06  4.48000000E+00  1.52644119E-04  5.00952403E-07
  4.52000000E+00  8.27390149E-02  3.75203499E-04  3.39000000E+00  7.32217324E-03  2.17123497E-05  3.39000000E+00  3.18640868E-03  1.54113313E-04  4.52000000E+00  8.24637490E-02  1.82555819E-04  3.39000000E+00  2.09771053E-03  5.82512005E-05  4.52000000E+00  7.74782891E-02  4.81004012E-04  3.39000000E+00  1.76841041E-03  3.27607182E-05  4.52000000E+00  7.37217956E-02  3.01470684E-04  4.52000000E+00  6.43812317E-02  2.92646946E-04  3.39000000E+00  1.64799507E-03  5.22003302E-06  3.39000000E+00  1.16182361E-03  1.13387448E-05  4.52000000E+00  5.71532363E-02  2.35992805E-04  4.52000000E+00  4.78572483E-02  1.39772374E-04  3.39000000E+00  1.02279187E-03  8.66334000E-06  4.52000000E+00  3.67660805E-02  9.45224124E-05  3.39000000E+00  9.00981276E-04  5.62953019E-06  4.52000000E+00  2.09698409E-03  4.62664097E-06  3.39000000E+00  7.24999648E-04  3.21038153E-06  3.39000000E+00  5.33433370E-04  1.69442156E-06  4.52000000E+00  1.46818416E-04  4.83735386E-07
  4.56000000E+00  8.18557388E-02  3.81052881E-04  3.42000000E+00  5.38815119E-03  1.93698151E-05  3.42000000E+00  2.32605574E-03  1.13851706E-04  4.56000000E+00  8.12828551E-02  1.90453477E-04  3.42000000E+00  1.52230695E-03  4.43359877E-05  4.56000000E+00  7.61978414E-02  4.99573488E-04  3.42000000E+00  1.28037708E-03  2.44799087E-05  4.56000000E+00  7.23423818E-02  2.85725038E-04  4.56000000E+00  6.25340605E-02  2.99488228E-04  3.42000000E+00  1.18702619E-03  4.31654451E-06  3.42000000E+00  8.36712424E-04  8.37636757E-06  4.56000000E+00  5.51806020E-02  2.45434784E-04  4.56000000E+00  4.58515051E-02  1.41103855E-04  3.42000000E+00  7.36813448E-04  6.49029977E-06  4.56000000E+00  3.51058415E-02  9.06928529E-05  3.42000000E+00  6.46230620E-04  3.84735064E-06  4.56000000E+00  2.00001153E-03  4.43027198E-06  3.42000000E+00  5.21320847E-04  2.51782932E-06  3.42000000E+00  3.82989284E-04  1.46206340E-06  4.56000000E+00  1.40005198E-04  4.63431425E-07
  4.60000000E+00  8.03073768E-02  3.92978168E-04  3.45000000E+00  3.88398427E-03  1.61292762E-05  3.45000000E+00  1.66511727E-03  8.27981194E-05  4.60000000E+00  7.93974920E-02  1.71323973E-04  3.45000000E+00  1.08340779E-03  3.11629641E-05  4.60000000E+00  7.42390224E-02  4.83351163E-04  3.45000000E+00  9.09504828E-04  1.77503408E-05  4.60000000E+00  7.02735406E-02  2.90152849E-04  4.60000000E+00  6.02450222E-02  3.12611207E-04  3.45000000E+00  8.43857339E-04  3.49841716E-06  3.45000000E+00  5.90691570E-04  6.32048619E-06  4.60000000E+00  5.28350192E-02  2.41803917E-04  4.60000000E+00  4.35004462E-02  1.39789916E-04  3.45000000E+00  5.16876034E-04  4.59985682E-06  4.60000000E+00  3.32313453E-02  8.97877828E-05  3.45000000E+00  4.54763635E-04  2.96471390E-06  4.60000000E+00  1.89103112E-03  4.20406765E-06  3.45000000E+00  3.65045880E-04  1.75695176E-06  3.45000000E+00  2.68083146E-04  1.00675748E-06  4.60000000E+00  1.32504469E-04  4.39948256E-07
  4.64000000E+00  7.81333037E-02  3.77822058E-04  3.48000000E+00  2.73120265E-03  1.25180740E-05  3.48000000E+00  1.15871877E-03  5.84836956E-05  4.64000000E+00  7.67328186E-02  1.67377179E-04  3.48000000E+00  7.57574134E-04  2.19378861E-05  4.64000000E+00  7.15421664E-02  4.80269806E-04  3.48000000E+00  6.30313545E-04  1.30505649E-05  4.64000000E+00  6.75778652E-02  2.85538897E-04  4.64000000E+00  5.74436672E-02  3.06676529E-04  3.48000000E+00  5.83942788E-04  2.93148293E-06  3.48000000E+00  4.08954649E-04  4.57808458E-06  4.64000000E+00  5.00019915E-02  2.43443349E-04  4.64000000E+00  4.09161719E-02  1.33469912E-04  3.48000000E+00  3.55979556E-04  3.18283788E-06  4.64000000E+00  3.11602148E-02  8.45521176E-05  3.48000000E+00  3.14162387E-04  2.08712853E-06  4.64000000E+00  1.77257527E-03  3.95330627E-06  3.48000000E+00  2.52229233E-04  1.45992491E-06  3.48000000E+00  1.84873326E-04  8.09961444E-07  4.64000000E+00  1.24213643E-04  4.14485428E-07
  4.68000000E+00  7.50929901E-02  3.94292857E-04  3.51000000E+00  1.87340685E-03  1.02000082E-05  3.51000000E+00  7.90175788E-04  3.96942965E-05  4.68000000E+00  7.32675981E-02  1.47597580E-04  3.51000000E+00  5.16087142E-04  1.54894634E-05  4.68000000E+00  6.81470817E-02  4.66677010E-04  3.51000000E+00  4.24802607E-04  8.34270997E-06  4.68000000E+00  6.43070958E-02  2.81007662E-04  4.68000000E+00  5.41879822E-02  3.12748306E-04  3.51000000E+00  3.94862503E-04  2.46436079E-06  3.51000000E+00  2.76870183E-04  3.34325875E-06  4.68000000E+00  4.69316542E-02  2.38349211E-04  4.68000000E+00  3.81371720E-02  1.22209752E-04  3.51000000E+00  2.40952435E-04  2.18228798E-06  4.68000000E+00  2.89391473E-02  7.66455476E-05  3.51000000E+00  2.11164360E-04  1.62555867E-06  4.68000000E+00  1.64569477E-03  3.62611509E-06  3.51000000E+00  1.69696275E-04  9.48264005E-07  3.51000000E+00  1.24510644E-04  5.84082071E-07  4.68000000E+00  1.15231416E-04  3.91522770E-07
  4.72000000E+00  7.13201204E-02  3.74874177E-04  3.54000000E+00  1.25483547E-03  8.18383750E-06  3.54000000E+00  5.27881388E-04  2.70178251E-05  4.72000000E+00  6.92184077E-02  1.47475571E-04  3.54000000E+00  3.42373059E-04  1.05672323E-05  4.72000000E+00  6.42881179E-02  4.53699332E-04  3.54000000E+00  2.81436322E-04  5.96843109E-06  4.72000000E+00  6.05687106E-02  2.76887731E-04  4.72000000E+00  5.06651083E-02  2.98959904E-04  3.54000000E+00  2.61120791E-04  1.73807454E-06  3.54000000E+00  1.83924756E-04  2.21066972E-06  4.72000000E+00  4.35776598E-02  2.23051637E-04  4.72000000E+00  3.51614944E-02  1.15787605E-04  3.54000000E+00  1.58460893E-04  1.66794917E-06  4.72000000E+00  2.66103353E-02  7.27384449E-05  3.54000000E+00  1.39106845E-04  1.00888114E-06  4.72000000E+00  1.51301847E-03  3.36738562E-06  3.54000000E+00  1.11379596E-04  6.88043555E-07  3.54000000E+00  8.13477939E-05  4.53602689E-07  4.72000000E+00  1.05981075E-04  3.55513162E-07
  4.76000000E+00  6.69719216E-02  3.54461172E-04  3.57000000E+00  8.19199235E-04  5.91023700E-06  3.57000000E+00  3.44085390E-04  1.77885161E-05  4.76000000E+00  6.47273722E-02  1.19428430E-04  3.57000000E+00  2.19352588E-04  6.89947498E-06  4.76000000E+00  5.98977976E-02  4.24983580E-04  3.57000000E+00  1.82102290E-04  3.96533121E-06  4.76000000E+00  5.62998732E-02  2.62955206E-04  4.76000000E+00  4.67800311E-02  2.83144999E-04  3.57000000E+00  1.68549314E-04  1.27464891E-06  3.57000000E+00  1.17264067E-04  1.49437176E-06  4.76000000E+00  3.99025728E-02  2.16178740E-04  4.76000000E+00  3.21235022E-02  1.12783495E-04  3.57000000E+00  1.02714877E-04  1.20201798E-06  4.76000000E+00  2.42346819E-02  6.64006919E-05  3.57000000E+00  8.88276962E-05  7.16417481E-07  4.76000000E+00  1.37605064E-03  3.03358084E-06  3.57000000E+00  7.12112206E-05  5.82016180E-07  3.57000000E+00  5.20747093E-05  3.34907420E-07  4.76000000E+00  9.64587101E-05  3.24209707E-07
  4.80000000E+00  6.21214152E-02  3.52386695E-04  3.60000000E+00  5.22075536E-04  4.55604696E-06  3.60000000E+00  2.14701081E-04  1.14395973E-05  4.80000000E+00  5.96919453E-02  1.28910980E-04  3.60000000E+00  1.38879033E-04  4.68976654E-06  4.80000000E+00  5.51606483E-02  3.92586135E-04  3.60000000E+00  1.14847570E-04  2.47094744E-06  4.80000000E+00  5.18489457E-02  2.67440704E-04  4.80000000E+00  4.26142910E-02  2.62372260E-04  3.60000000E+00  1.05148208E-04  1.07766662E-06  3.60000000E+00  7.30554502E-05  9.85819787E-07  4.80000000E+00  3.62731634E-02  2.02753007E-04  4.80000000E+00  2.89700985E-02  1.04927587E-04  3.60000000E+00  6.32100750E-05  7.24502178E-07  4.80000000E+00  2.18150594E-02  6.07926171E-05  3.60000000E+00  5.53997806E-05  6.04506232E-07  4.80000000E+00  1.23802468E-03  2.75317794E-06  3.60000000E+00  4.48660198E-05  4.80370476E-07  3.60000000E+00  3.19975678E-05  2.45389856E-07  4.80000000E+00  8.68135138E-05  2.92399222E-07
  4.84000000E+00  5.68656133E-02  3.11276568E-04  3.63000000E+00  3.21786368E-04  3.37957321E-06  3.63000000E+00  1.32910413E-04  7.12353480E-06  4.84000000E+00  5.43160775E-02  1.25269690E-04  3.63000000E+00  8.49188961E-05  2.74237179E-06  4.84000000E+00  5.00502917E-02  3.75070979E-04  3.63000000E+00  6.96021452E-05  1.71927989E-06  4.84000000E+00  4.69344222E-02  2.54312002E-04  4.84000000E+00  3.85242731E-02  2.33045429E-04  3.63000000E+00  6.38579842E-05  7.55710673E-07  3.63000000E+00  4.41913029E-05  7.07213076E-07  4.84000000E+00  3.25096519E-02  1.91144230E-04  4.84000000E+00  2.58670250E-02  9.60817935E-05  3.63000000E+00  3.78783558E-05  5.53095199E-07  4.84000000E+00  1.94062550E-02  5.44423031E-05  3.63000000E+00  3.36219624E-05  3.80511133E-07  4.84000000E+00  1.09985498E-03  2.42973410E-06  3.63000000E+00  2.70856208E-05  3.44519962E-07  3.63000000E+00  1.96567582E-05  2.06402293E-07  4.84000000E+00  7.70842668E-05  2.60273427E-07
  4.88000000E+00  5.12509509E-02  2.99355189E-04  3.66000000E+00  1.87774552E-04  2.80540082E-06  3.66000000E+00  7.91117554E-05  4.36737039E-06  4.88000000E+00  4.88188815E-02  1.13788035E-04  3.66000000E+00  4.93546185E-05  1.83341362E-06  4.88000000E+00  4.49261227E-02  3.54482550E-04  3.66000000E+00  4.04621712E-05  1.04114731E-06  4.88000000E+00  4.21054067E-02  2.38621199E-04  4.88000000E+00  3.42419094E-02  2.15553596E-04  3.66000000E+00  3.77937751E-05  5.34257614E-07  3.66000000E+00  2.63705216E-05  4.67041959E-07  4.88000000E+00  2.87240096E-02  1.75554437E-04  4.88000000E+00  2.27695402E-02  8.62585483E-05  3.66000000E+00  2.26741573E-05  3.67989231E-07  4.88000000E+00  1.70298874E-02  4.68016140E-05  3.66000000E+00  1.97977043E-05  3.09740383E-07  4.88000000E+00  9.65522687E-04  2.12530455E-06  3.66000000E+00  1.57881256E-05  2.78015199E-07  3.66000000E+00  1.14430333E-05  1.47449604E-07  4.88000000E+00  6.76874280E-05  2.29497963E-07
  4.92000000E+00  4.55756268E-02  2.79042227E-04  3.69000000E+00  1.09085622E-04  1.93790588E-06  3.69000000E+00  4.45658929E-05  2.59625052E-06  4.92000000E+00  4.31243721E-02  1.05784511E-04  3.69000000E+00  2.81913852E-05  1.17769991E-06  4.92000000E+00  3.96102425E-02  3.21762497E-04  3.69000000E+00  2.29498796E-05  7.13065938E-07  4.92000000E+00  3.70401134E-02  2.10562405E-04  4.92000000E+00  3.00464619E-02  1.95862714E-04  3.69000000E+00  2.19171156E-05  4.18029918E-07  3.69000000E+00  1.51974948E-05  3.27153128E-07  4.92000000E+00  2.50675051E-02  1.58296515E-04  4.92000000E+00  1.97804720E-02  7.84898042E-05  3.69000000E+00  1.31173711E-05  2.43353510E-07  4.92000000E+00  1.47322547E-02  4.15603849E-05  3.69000000E+00  1.11787383E-05  2.43074051E-07  4.92000000E+00  8.35947717E-04  1.83923924E-06  3.69000000E+00  8.76936938E-06  1.66684148E-07  3.69000000E+00  6.37820583E-06  1.09984704E-07  4.92000000E+00  5.85596630E-05  2.00701255E-07
  4.96000000E+00  3.98550802E-02  2.52167456E-04  3.72000000E+00  6.09537494E-05  1.35639599E-06  3.72000000E+00  2.47058810E-05  1.61926002E-06  4.96000000E+00  3.75842035E-02  9.35990003E-05  3.72000000E+00  1.51461812E-05  6.78158219E-07  4.96000000E+00  3.45156151E-02  2.79657055E-04  3.72000000E+00  1.24192138E-05  3.75260030E-07  4.96000000E+00  3.21693785E-02  2.06296954E-04  4.96000000E+00  2.60061702E-02  1.70144495E-04  3.72000000E+00  1.20394833E-05  3.11036962E-07  3.72000000E+00  8.06738978E-06  2.38277353E-07  4.96000000E+00  2.15528714E-02  1.38216237E-04  4.96000000E+00  1.68805066E-02  6.89395450E-05  3.72000000E+00  7.08432195E-06  2.07592040E-07  4.96000000E+00  1.25890378E-02  3.56702510E-05  3.72000000E+00  6.08965566E-06  1.51934008E-07  4.96000000E+00  7.13285002E-04  1.54182351E-06  3.72000000E+00  4.84911740E-06  1.13374196E-07  3.72000000E+00  3.43171768E-06  8.27708302E-08  4.96000000E+00  4.99693853E-05  1.74094172E-07
