#                  N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  1.39661689E-04  7.30653710E-06
  4.00000000E-02  1.33594075E-04  5.87482761E-06
  8.00000000E-02  1.32307467E-04  4.31552646E-06
  1.20000000E-01  1.37619212E-04  4.85528625E-06
  1.60000000E-01  1.36215508E-04  4.16902167E-06
  2.00000000E-01  1.41636241E-04  3.89949116E-06
  2.40000000E-01  1.43205278E-04  3.87781582E-06
  2.80000000E-01  1.43127156E-04  3.78567452E-06
  3.20000000E-01  1.51225040E-04  3.70414896E-06
  3.60000000E-01  1.55893145E-04  4.05651968E-06
  4.00000000E-01  1.56528979E-04  3.58778403E-06
  4.40000000E-01  1.61272534E-04  3.81742390E-06
  4.80000000E-01  1.68708579E-04  3.81016744E-06
  5.20000000E-01  1.74586204E-04  3.89575549E-06
  5.60000000E-01  1.78279620E-04  3.99432884E-06
  6.00000000E-01  1.88116887E-04  4.39058234E-06
  6.40000000E-01  1.96026058E-04  4.11552616E-06
  6.80000000E-01  2.01971585E-04  4.40827168E-06
  7.20000000E-01  2.11174300E-04  4.32179139E-06
  7.60000000E-01  2.21827749E-04  4.60785654E-06
  8.00000000E-01  2.32867894E-04  4.85793201E-06
  8.40000000E-01  2.43432907E-04  4.63254670E-06
  8.80000000E-01  2.52682723E-04  5.18250787E-06
  9.20000000E-01  2.65943981E-04  5.24081778E-06
  9.60000000E-01  2.78950026E-04  5.29250375E-06
  1.00000000E+00  2.90991520E-04  5.69506505E-06
  1.04000000E+00  3.04854152E-04  5.69598871E-06
  1.08000000E+00  3.20890715E-04  6.12250591E-06
  1.12000000E+00  3.31503730E-04  6.41586866E-06
  1.16000000E+00  3.49585263E-04  6.61174078E-06
  1.20000000E+00  3.64795140E-04  6.46595072E-06
  1.24000000E+00  3.77877049E-04  6.76561903E-06
  1.28000000E+00  4.01839856E-04  7.03845595E-06
  1.32000000E+00  4.11899461E-04  7.07415785E-06
  1.36000000E+00  4.27144617E-04  7.68195111E-06
  1.40000000E+00  4.43664587E-04  7.73037345E-06
  1.44000000E+00  4.55617886E-04  7.79687265E-06
  1.48000000E+00  4.73732752E-04  8.35060561E-06
  1.52000000E+00  4.85515646E-04  8.87402089E-06
  1.56000000E+00  4.97525884E-04  8.70912540E-06
  1.60000000E+00  5.12586862E-04  8.67087994E-06
  1.64000000E+00  5.21487106E-04  9.72879364E-06
  1.68000000E+00  5.28180341E-04  9.87801078E-06
  1.72000000E+00  5.37855997E-04  1.04189104E-05
  1.76000000E+00  5.45554762E-04  1.05200650E-05
  1.80000000E+00  5.52903575E-04  1.07301024E-05
  1.84000000E+00  5.55091453E-04  1.02505026E-05
  1.88000000E+00  5.50643659E-04  1.01777519E-05
  1.92000000E+00  5.52818521E-04  1.03806882E-05
  1.96000000E+00  5.53465948E-04  1.06202848E-05
  2.00000000E+00  5.44179593E-04  1.08973077E-05
  2.04000000E+00  5.32430904E-04  1.05219273E-05
  2.08000000E+00  5.28746548E-04  1.04768257E-05
  2.12000000E+00  5.15009587E-04  1.06432283E-05
  2.16000000E+00  5.00519741E-04  9.66680794E-06
  2.20000000E+00  4.79796794E-04  9.78620835E-06
  2.24000000E+00  4.66978101E-04  9.11410101E-06
  2.28000000E+00  4.49284339E-04  8.88637442E-06
  2.32000000E+00  4.30786294E-04  8.82131206E-06
  2.36000000E+00  4.07526123E-04  8.67436283E-06
  2.40000000E+00  3.87803522E-04  7.81900607E-06
  2.44000000E+00  3.68132573E-04  7.69892087E-06
  2.48000000E+00  3.45122555E-04  7.44184983E-06
  2.52000000E+00  3.27318421E-04  7.19225730E-06
  2.56000000E+00  3.05723187E-04  6.49789054E-06
  2.60000000E+00  2.86414861E-04  6.15458041E-06
  2.64000000E+00  2.70318208E-04  5.85442963E-06
  2.68000000E+00  2.59856599E-04  5.84166110E-06
  2.72000000E+00  2.47317327E-04  5.83628408E-06
  2.76000000E+00  2.37971615E-04  5.61341675E-06
  2.80000000E+00  2.29825330E-04  5.67554378E-06
  2.84000000E+00  2.27747360E-04  5.55224694E-06
  2.88000000E+00  2.33935120E-04  6.04102481E-06
  2.92000000E+00  2.39145190E-04  6.58105896E-06
  2.96000000E+00  2.47773249E-04  6.69483724E-06
  3.00000000E+00  2.64028527E-04  7.20868022E-06
  3.04000000E+00  2.92119149E-04  7.86821804E-06
  3.08000000E+00  3.21861160E-04  8.56599926E-06
  3.12000000E+00  3.54854783E-04  9.17286225E-06
  3.16000000E+00  3.98636060E-04  9.72668210E-06
  3.20000000E+00  4.46866760E-04  1.02839494E-05
  3.24000000E+00  5.13069386E-04  1.06826699E-05
  3.28000000E+00  5.86040779E-04  1.30282281E-05
  3.32000000E+00  6.70549246E-04  1.34520179E-05
  3.36000000E+00  7.59927785E-04  1.50864952E-05
  3.40000000E+00  8.75555837E-04  1.64853816E-05
  3.44000000E+00  1.01249447E-03  1.75508839E-05
  3.48000000E+00  1.15596131E-03  1.93029027E-05
  3.52000000E+00  1.32638842E-03  2.03399864E-05
  3.56000000E+00  1.52591877E-03  2.21320091E-05
  3.60000000E+00  1.76148567E-03  2.38879400E-05
  3.64000000E+00  2.01794338E-03  2.47283900E-05
  3.68000000E+00  2.32576936E-03  2.69757490E-05
  3.72000000E+00  2.68309889E-03  2.83583504E-05
  3.76000000E+00  3.06444730E-03  2.85742613E-05
  3.80000000E+00  3.52764022E-03  3.06101226E-05
  3.84000000E+00  4.02380319E-03  3.51019348E-05
  3.88000000E+00  4.63366673E-03  3.88007750E-05
  3.92000000E+00  5.30454606E-03  4.38436315E-05
  3.96000000E+00  6.03377425E-03  4.42218918E-05
  4.00000000E+00  6.89182650E-03  4.58363729E-05
  4.04000000E+00  7.86893474E-03  4.73268303E-05
  4.08000000E+00  8.97459131E-03  5.44923981E-05
  4.12000000E+00  1.01831722E-02  5.56779787E-05
  4.16000000E+00  1.15472058E-02  5.94787126E-05
  4.20000000E+00  1.30612277E-02  6.42113448E-05
  4.24000000E+00  1.47476824E-02  6.26894083E-05
  4.28000000E+00  1.66354530E-02  6.75650147E-05
  4.32000000E+00  1.86858499E-02  7.58132042E-05
  4.36000000E+00  2.09571509E-02  7.44525538E-05
  4.40000000E+00  2.34067747E-02  8.03603456E-05
  4.44000000E+00  2.61038964E-02  8.29771566E-05
  4.48000000E+00  2.90307712E-02  8.97457513E-05
