#              N               K              ΔK               V              ΔV           V_ext          ΔV_ext           V_int          ΔV_int               E              ΔE            E_mu           ΔE_mu             K/N            ΔK/N             V/N            ΔV/N             E/N            ΔE/N               N              ΔN             N^2            ΔN^2         density        Δdensity
  4.00000000E+01  1.77918282E+03  1.12243527E+01 -4.98862214E+03  1.31996307E+01 -3.90317110E+03  7.71839608E+00 -1.08532258E+03  5.55692855E+00 -3.20943931E+03  7.91155644E+00 -3.18325126E+03  7.88060442E+00  3.39610080E+01  1.52562247E-01 -9.52438792E+01  3.05814187E-02 -6.12828712E+01  1.49046065E-01  5.23761056E+01  1.26071129E-01  2.74388020E+03  1.33524359E+01  1.85242580E-02  4.45885403E-05
  6.00000000E+01  2.49845855E+03  9.28637617E+00 -5.86300641E+03  1.50598369E+00 -4.52956264E+03  7.49274648E-01 -1.33348723E+03  1.12488392E+00 -3.36454786E+03  9.37912248E+00 -3.30454786E+03  9.37912248E+00  4.16409759E+01  1.54772936E-01 -9.77167735E+01  2.50997283E-02 -5.60757977E+01  1.56318708E-01  6.00000000E+01  0.00000000E+00  3.60000000E+03  0.00000000E+00  2.12206591E-02  5.82463138E-18
  6.00000000E+01  2.48896914E+03  8.12907759E+00 -5.86692432E+03  1.31296046E+00 -4.53062889E+03  6.73871120E-01 -1.33624880E+03  9.93565202E-01 -3.37795518E+03  8.11284733E+00 -3.25795518E+03  8.11284733E+00  4.14828190E+01  1.35484627E-01 -9.77820719E+01  2.18826745E-02 -5.62992530E+01  1.35214122E-01  6.00000000E+01  0.00000000E+00  3.60000000E+03  0.00000000E+00  2.12206591E-02  5.69851018E-18
  4.00000000E+01  1.67120946E+03  5.82759185E+00 -4.85528670E+03  8.15839966E-01 -3.80108566E+03  4.87476067E-01 -1.05401553E+03  6.61432961E-01 -3.18407724E+03  5.82607046E+00 -2.92907724E+03  5.82607046E+00  3.27688130E+01  1.14266507E-01 -9.52017000E+01  1.59968620E-02 -6.24328870E+01  1.14236676E-01  5.10000000E+01  0.00000000E+00  2.60100000E+03  0.00000000E+00  1.80375602E-02  6.35353948E-17
  4.00000000E+01  1.80306643E+03  8.22795190E+00 -5.06259491E+03  4.33272220E+00 -3.96124158E+03  2.53735465E+00 -1.10131516E+03  1.89326004E+00 -3.25952849E+03  8.14481968E+00 -2.83603748E+03  8.10962021E+00  3.40596204E+01  1.50590852E-01 -9.56344513E+01  3.54779638E-02 -6.15748309E+01  1.51904255E-01  5.29363761E+01  2.84896223E-02  2.80231949E+03  2.99141034E+00  1.87224132E-02  1.00761412E-05
  4.00000000E+01  1.74528306E+03  6.30625168E+00 -4.96516539E+03  1.96839835E+00 -3.88428494E+03  6.39184639E-01 -1.08090851E+03  1.47629482E+00 -3.21988233E+03  6.33984712E+00 -2.69988233E+03  6.33984712E+00  3.35631358E+01  1.21274071E-01 -9.54839498E+01  3.78538143E-02 -6.19208140E+01  1.21920137E-01  5.20000000E+01  0.00000000E+00  2.70400000E+03  0.00000000E+00  1.83912379E-02  2.86992760E-17
  4.00000000E+01  1.74241719E+03  6.42755796E+00 -4.97907633E+03  9.15002561E-01 -3.88810918E+03  5.34212064E-01 -1.09093083E+03  6.59437858E-01 -3.23665915E+03  6.33328678E+00 -2.56067341E+03  6.33328678E+00  3.35087635E+01  1.23606884E-01 -9.57534754E+01  1.75962032E-02 -6.22447120E+01  1.21793977E-01  5.19989030E+01  5.67274665E-04  2.70388701E+03  5.84292905E-02  1.83908499E-02  2.00632399E-07
  4.00000000E+01  1.66939781E+03  6.14892405E+00 -4.84203255E+03  5.94119373E+00 -3.79229189E+03  3.75068700E+00 -1.04979512E+03  2.22314989E+00 -3.17263474E+03  6.57714517E+00 -2.40924292E+03  6.37961656E+00  3.28015411E+01  1.17115050E-01 -9.51405058E+01  3.41906181E-02 -6.23389647E+01  1.18265058E-01  5.08927881E+01  4.58490452E-02  2.59017159E+03  4.63075357E+00  1.79996417E-02  1.62157803E-05
  3.00000000E+01  1.80966993E+03  1.08161154E+01 -5.05632126E+03  9.75810089E+00 -3.95343324E+03  6.28838925E+00 -1.10288213E+03  3.54651498E+00 -3.24665133E+03  6.64386835E+00 -2.29586151E+03  6.58179931E+00  3.42464475E+01  1.70785208E-01 -9.57191341E+01  5.01409738E-02 -6.14726866E+01  1.41731421E-01  5.28216566E+01  7.72514359E-02  2.79061017E+03  7.97860277E+00  1.86818394E-02  2.73221054E-05
  3.00000000E+01  2.04605779E+03  9.07289111E+00 -5.39212640E+03  9.76899521E+00 -4.14898002E+03  5.58010753E+00 -1.24315188E+03  4.31438099E+00 -3.34606862E+03  8.72384159E+00 -2.23218155E+03  7.97787680E+00  3.67338923E+01  1.41687214E-01 -9.68127551E+01  4.29753484E-02 -6.00788629E+01  1.34436566E-01  5.56943534E+01  7.91170770E-02  3.10230422E+03  8.69316028E+00  1.96978481E-02  2.79819431E-05
  3.00000000E+01  1.79970422E+03  9.43836264E+00 -5.04041235E+03  1.29767398E+01 -3.90374903E+03  8.82592222E+00 -1.13663049E+03  4.19788758E+00 -3.24070813E+03  1.01707438E+01 -2.02821337E+03  8.68210937E+00  3.41343754E+01  1.46875659E-01 -9.56074589E+01  5.80022270E-02 -6.14730835E+01  1.41001686E-01  5.27171635E+01  1.05864733E-01  2.77962658E+03  1.09974369E+01  1.86448826E-02  3.74419890E-05
  3.00000000E+01  1.61448575E+03  8.90333033E+00 -4.76085601E+03  9.29708118E+00 -3.74280279E+03  5.91661762E+00 -1.01812121E+03  3.43413698E+00 -3.14637026E+03  8.68784858E+00 -1.88896653E+03  7.93809972E+00  3.20969280E+01  1.56126975E-01 -9.46538561E+01  5.04644423E-02 -6.25569282E+01  1.49746605E-01  5.02961492E+01  7.28538518E-02  2.52991107E+03  7.35823903E+00  1.77886239E-02  2.57667754E-05
  2.00000000E+01  1.54622856E+03  6.65230360E+00 -4.64834001E+03  8.41632115E+00 -3.66259548E+03  6.21838912E+00 -9.85683747E+02  2.36031227E+00 -3.10211145E+03  6.89134388E+00 -1.72208039E+03  5.83246810E+00  3.13702610E+01  1.19362323E-01 -9.43110214E+01  2.16663115E-02 -6.29407604E+01  1.16278377E-01  4.92868237E+01  8.09597513E-02  2.42945993E+03  7.99553430E+00  1.74316481E-02  2.86336576E-05
  2.00000000E+01  1.66636388E+03  6.33149655E+00 -4.84353806E+03  4.66722404E+00 -3.79339857E+03  2.87025939E+00 -1.04997515E+03  2.07137876E+00 -3.17717418E+03  6.80328489E+00 -1.64986045E+03  6.44835476E+00  3.27294188E+01  1.21246675E-01 -9.51364551E+01  3.67339691E-02 -6.24070363E+01  1.21483720E-01  5.09104576E+01  3.41788938E-02  2.59201159E+03  3.43022933E+00  1.80058911E-02  1.20883102E-05
  2.00000000E+01  1.71135868E+03  1.27635829E+01 -4.91361220E+03  2.15840147E+01 -3.84345349E+03  1.43888833E+01 -1.06999282E+03  7.23139580E+00 -3.20225352E+03  1.17940436E+01 -1.55503140E+03  7.58489375E+00  3.32295661E+01  1.60980159E-01 -9.54409793E+01  1.08571692E-01 -6.22114132E+01  1.24496451E-01  5.14756913E+01  1.69846123E-01  2.65090716E+03  1.71910627E+01  1.82058016E-02  6.00707796E-05
  2.00000000E+01  1.49754399E+03  7.30013326E+00 -4.57844536E+03  7.51498086E+00 -3.61848716E+03  3.82102733E+00 -9.60064561E+02  3.95870202E+00 -3.08090136E+03  7.11536657E+00 -1.37840160E+03  6.32334546E+00  3.07838752E+01  1.30788370E-01 -9.41226620E+01  3.14609795E-02 -6.33387867E+01  1.30377047E-01  4.86428505E+01  7.05462426E-02  2.36635650E+03  6.84298553E+00  1.72038891E-02  2.49506258E-05
  1.00000000E+01  1.69426662E+03  1.36596498E+01 -4.89046716E+03  2.37341544E+01 -3.82742462E+03  1.64122211E+01 -1.06295084E+03  7.35951119E+00 -3.19620054E+03  1.19508626E+01 -1.24776351E+03  6.33670139E+00  3.30234753E+01  1.59765662E-01 -9.53626615E+01  1.03904306E-01 -6.23391862E+01  1.18882768E-01  5.12746587E+01  1.95456566E-01  2.63058213E+03  1.97032277E+01  1.81347009E-02  6.91286199E-05
  1.00000000E+01  1.52584319E+03  8.22314783E+00 -4.58570929E+03  8.26228047E+00 -3.62023597E+03  4.67904904E+00 -9.65419991E+02  4.08072747E+00 -3.05986609E+03  5.75125517E+00 -1.11032605E+03  5.49827489E+00  3.13009180E+01  1.33858953E-01 -9.40864268E+01  2.73455485E-02 -6.27855088E+01  1.22486586E-01  4.87385010E+01  7.68876219E-02  2.37574858E+03  7.45423970E+00  1.72377186E-02  2.71934316E-05
  1.00000000E+01  1.59864054E+03  7.72210029E+00 -4.74744502E+03  1.14396925E+01 -3.74862597E+03  7.44595731E+00 -9.98776138E+02  4.45843228E+00 -3.14880448E+03  8.82699974E+00 -1.04951659E+03  6.51964263E+00  3.19797520E+01  1.31950817E-01 -9.49766123E+01  5.56397022E-02 -6.29968604E+01  1.26407926E-01  4.99830449E+01  9.50327106E-02  2.49876317E+03  9.39806497E+00  1.76778859E-02  3.36109452E-05
  1.00000000E+01  1.34683368E+03  8.26769986E+00 -4.31459685E+03  9.81626418E+00 -3.44244580E+03  5.60372710E+00 -8.72051823E+02  4.53146257E+00 -2.96776318E+03  4.97069238E+00 -8.89837225E+02  4.66379981E+00  2.91552300E+01  1.30361616E-01 -9.34354279E+01  2.34283815E-02 -6.42801978E+01  1.15298317E-01  4.61761323E+01  9.51154741E-02  2.13285146E+03  8.84863541E+00  1.63314660E-02  3.36402172E-05
