#                  N = 40.00                                       N = 60.00                                       N = 60.00                                       N = 40.00                                       N = 40.00                                       N = 40.00                                       N = 40.00                                       N = 40.00                                       N = 30.00                                       N = 30.00                                       N = 30.00                                       N = 30.00                                       N = 20.00                                       N = 20.00                                       N = 20.00                                       N = 20.00                                       N = 10.00                                       N = 10.00                                       N = 10.00                                       N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)
  1.47000000E+00  4.58083610E-04  2.33674617E-05  1.47000000E+00  1.47864815E-04  6.17107238E-06  1.47000000E+00  1.43728601E-04  7.02116637E-06  1.47000000E+00  4.12498936E-04  1.20096401E-05  1.47000000E+00  4.09463261E-04  1.63872369E-05  1.47000000E+00  4.46822304E-04  2.05925657E-05  1.47000000E+00  4.84990626E-04  1.71213254E-05  1.47000000E+00  4.33950040E-04  1.44431741E-05  1.47000000E+00  4.16607034E-04  1.45431526E-05  1.47000000E+00  6.49750098E-04  1.82516934E-05  1.47000000E+00  7.63937996E-04  2.36102451E-05  1.47000000E+00  5.11644965E-04  1.77584427E-05  1.47000000E+00  5.21431010E-04  1.87614616E-05  1.47000000E+00  4.19841541E-04  1.54473334E-05  1.47000000E+00  5.02510363E-04  1.86266562E-05  1.47000000E+00  5.84882590E-04  2.24663802E-05  1.47000000E+00  5.37862842E-04  2.55384530E-05  1.47000000E+00  7.49870325E-04  2.62223638E-05  1.47000000E+00  4.31739621E-04  2.50736118E-05  1.47000000E+00  7.63536429E-04  1.98225153E-05
  1.50000000E+00  3.81562270E-04  1.97830300E-05  1.50000000E+00  1.18227541E-04  6.13105056E-06  1.50000000E+00  1.17421393E-04  8.11250737E-06  1.50000000E+00  3.32988808E-04  1.00693774E-05  1.50000000E+00  3.26254527E-04  1.29968987E-05  1.50000000E+00  3.62263167E-04  1.70696075E-05  1.50000000E+00  3.98028725E-04  1.42829902E-05  1.50000000E+00  3.56503618E-04  1.32222022E-05  1.50000000E+00  3.25515038E-04  1.22393124E-05  1.50000000E+00  5.24059889E-04  1.50580321E-05  1.50000000E+00  6.09630832E-04  2.35859995E-05  1.50000000E+00  4.22790684E-04  1.54521960E-05  1.50000000E+00  4.26598932E-04  1.50035099E-05  1.50000000E+00  3.41822661E-04  1.31604772E-05  1.50000000E+00  4.05115016E-04  1.76013254E-05  1.50000000E+00  4.89029700E-04  1.86050023E-05  1.50000000E+00  4.41979648E-04  2.17748213E-05  1.50000000E+00  6.24476005E-04  2.09654402E-05  1.50000000E+00  3.74244715E-04  2.21785155E-05  1.50000000E+00  6.54250801E-04  1.71437023E-05
  1.53000000E+00  3.07512669E-04  1.58737197E-05  1.53000000E+00  1.01541799E-04  5.81583109E-06  1.53000000E+00  9.91863566E-05  7.03807370E-06  1.53000000E+00  2.73881057E-04  8.08629714E-06  1.53000000E+00  2.65897028E-04  1.17777132E-05  1.53000000E+00  2.86751576E-04  1.40653303E-05  1.53000000E+00  3.20397730E-04  1.27809679E-05  1.53000000E+00  2.95150441E-04  1.24891900E-05  1.53000000E+00  2.68061301E-04  1.11688167E-05  1.53000000E+00  4.20362081E-04  1.13390006E-05  1.53000000E+00  4.87326059E-04  1.88756957E-05  1.53000000E+00  3.59241189E-04  1.41321948E-05  1.53000000E+00  3.61956240E-04  1.31113316E-05  1.53000000E+00  2.83323897E-04  1.11747732E-05  1.53000000E+00  3.39385491E-04  1.44189415E-05  1.53000000E+00  4.19739523E-04  1.43503215E-05  1.53000000E+00  3.60963403E-04  2.20111790E-05  1.53000000E+00  5.25971890E-04  1.88014877E-05  1.53000000E+00  3.33280487E-04  2.10688601E-05  1.53000000E+00  5.71034847E-04  1.59828475E-05
  1.56000000E+00  2.60324556E-04  1.16636091E-05  1.56000000E+00  8.46927588E-05  6.43167283E-06  1.56000000E+00  8.80950961E-05  7.12730190E-06  1.56000000E+00  2.34001219E-04  7.59288303E-06  1.56000000E+00  2.17841006E-04  9.62139419E-06  1.56000000E+00  2.51880332E-04  1.14690211E-05  1.56000000E+00  2.64718977E-04  1.02349149E-05  1.56000000E+00  2.55905170E-04  1.16699956E-05  1.56000000E+00  2.21990699E-04  1.01512745E-05  1.56000000E+00  3.24011312E-04  1.07330328E-05  1.56000000E+00  3.99443930E-04  1.83843071E-05  1.56000000E+00  3.08128569E-04  1.28694762E-05  1.56000000E+00  3.17352186E-04  1.34143633E-05  1.56000000E+00  2.45328870E-04  1.04615349E-05  1.56000000E+00  2.86275027E-04  1.27436978E-05  1.56000000E+00  3.67593933E-04  1.25687518E-05  1.56000000E+00  2.92668427E-04  1.75770411E-05  1.56000000E+00  4.50310653E-04  1.69611584E-05  1.56000000E+00  3.17581850E-04  1.84316869E-05  1.56000000E+00  5.20506797E-04  1.34867299E-05
  1.59000000E+00  2.30982916E-04  1.10597208E-05  1.59000000E+00  8.33277664E-05  5.97158734E-06  1.59000000E+00  8.42395439E-05  7.30702033E-06  1.59000000E+00  2.07987812E-04  6.44167220E-06  1.59000000E+00  1.90918241E-04  7.78974813E-06  1.59000000E+00  2.28333124E-04  1.05441118E-05  1.59000000E+00  2.32876142E-04  9.11543983E-06  1.59000000E+00  2.28575638E-04  1.05831109E-05  1.59000000E+00  1.89000530E-04  8.45285093E-06  1.59000000E+00  2.61121331E-04  9.12374003E-06  1.59000000E+00  3.26989660E-04  1.78312125E-05  1.59000000E+00  2.72755303E-04  1.14297451E-05  1.59000000E+00  2.89987388E-04  1.26702707E-05  1.59000000E+00  2.05242599E-04  8.57160246E-06  1.59000000E+00  2.37021378E-04  1.13029305E-05  1.59000000E+00  3.34514560E-04  1.14043926E-05  1.59000000E+00  2.63047732E-04  1.66187310E-05  1.59000000E+00  3.98160484E-04  1.56274297E-05  1.59000000E+00  3.14087360E-04  1.60147693E-05  1.59000000E+00  4.79285062E-04  1.37117806E-05
  1.62000000E+00  2.12616689E-04  8.94537162E-06  1.62000000E+00  8.99615305E-05  7.13814177E-06  1.62000000E+00  9.24177356E-05  8.68840233E-06  1.62000000E+00  1.96703286E-04  6.22257770E-06  1.62000000E+00  1.74894566E-04  9.75075373E-06  1.62000000E+00  2.00673960E-04  8.69243201E-06  1.62000000E+00  2.04916963E-04  7.78322572E-06  1.62000000E+00  2.21497952E-04  1.08296730E-05  1.62000000E+00  1.63820246E-04  7.82029001E-06  1.62000000E+00  2.14621764E-04  8.11630742E-06  1.62000000E+00  2.79176606E-04  1.54669141E-05  1.62000000E+00  2.57409028E-04  9.38707789E-06  1.62000000E+00  2.75927286E-04  1.06487214E-05  1.62000000E+00  1.98806006E-04  9.13889631E-06  1.62000000E+00  2.20239928E-04  1.00489219E-05  1.62000000E+00  3.15792912E-04  1.11038775E-05  1.62000000E+00  2.34632255E-04  1.62422352E-05  1.62000000E+00  3.66542039E-04  1.35076093E-05  1.62000000E+00  3.26083976E-04  1.52493852E-05  1.62000000E+00  4.67619471E-04  1.37054822E-05
  1.65000000E+00  2.06880961E-04  8.46931821E-06  1.65000000E+00  1.00836991E-04  6.82183944E-06  1.65000000E+00  1.02497743E-04  8.83594417E-06  1.65000000E+00  2.00433729E-04  6.17198143E-06  1.65000000E+00  1.70012473E-04  8.14646566E-06  1.65000000E+00  1.93694953E-04  7.50187811E-06  1.65000000E+00  2.01020984E-04  8.06685861E-06  1.65000000E+00  2.18055604E-04  9.80533807E-06  1.65000000E+00  1.61984943E-04  6.47633393E-06  1.65000000E+00  1.84215196E-04  6.90811614E-06  1.65000000E+00  2.42278924E-04  1.35752487E-05  1.65000000E+00  2.62485267E-04  1.01866944E-05  1.65000000E+00  2.64619821E-04  9.76847994E-06  1.65000000E+00  2.02567329E-04  7.61417771E-06  1.65000000E+00  2.08901006E-04  1.08748280E-05  1.65000000E+00  3.17640947E-04  1.04070768E-05  1.65000000E+00  2.19031081E-04  1.42023206E-05  1.65000000E+00  3.53953998E-04  1.33240146E-05  1.65000000E+00  3.45107129E-04  1.58108379E-05  1.65000000E+00  4.67894805E-04  1.47126963E-05
  1.68000000E+00  2.15753124E-04  8.03438565E-06  1.68000000E+00  1.16419867E-04  8.45036834E-06  1.68000000E+00  1.20433630E-04  8.92175003E-06  1.68000000E+00  2.13451694E-04  7.45197984E-06  1.68000000E+00  1.84174975E-04  8.77974564E-06  1.68000000E+00  2.05674856E-04  7.23991767E-06  1.68000000E+00  1.96957488E-04  6.60242133E-06  1.68000000E+00  2.29114514E-04  9.28779686E-06  1.68000000E+00  1.72519370E-04  6.95991218E-06  1.68000000E+00  1.69829041E-04  6.78558652E-06  1.68000000E+00  2.33720050E-04  1.43792521E-05  1.68000000E+00  2.65238871E-04  8.91613648E-06  1.68000000E+00  2.76704837E-04  9.41785723E-06  1.68000000E+00  2.14252727E-04  7.77227681E-06  1.68000000E+00  2.14244214E-04  9.56952708E-06  1.68000000E+00  3.30750318E-04  1.08272587E-05  1.68000000E+00  2.32816480E-04  1.47477221E-05  1.68000000E+00  3.60483515E-04  1.23771144E-05  1.68000000E+00  3.74910802E-04  1.53485605E-05  1.68000000E+00  4.93685024E-04  1.67235850E-05
  1.71000000E+00  2.24151634E-04  9.30362860E-06  1.71000000E+00  1.44199309E-04  9.33622502E-06  1.71000000E+00  1.43190556E-04  9.71772176E-06  1.71000000E+00  2.45172006E-04  7.95064647E-06  1.71000000E+00  1.97753342E-04  9.52419222E-06  1.71000000E+00  2.27314899E-04  7.50975469E-06  1.71000000E+00  2.08270174E-04  6.71746034E-06  1.71000000E+00  2.55584175E-04  1.04583854E-05  1.71000000E+00  1.86200276E-04  6.25759766E-06  1.71000000E+00  1.60425146E-04  6.33774159E-06  1.71000000E+00  2.28879928E-04  1.45234102E-05  1.71000000E+00  2.86051638E-04  9.14917930E-06  1.71000000E+00  2.94655090E-04  1.07424907E-05  1.71000000E+00  2.44804989E-04  7.52809381E-06  1.71000000E+00  2.29002667E-04  1.00786890E-05  1.71000000E+00  3.54961793E-04  1.42292829E-05  1.71000000E+00  2.34074762E-04  1.47547410E-05  1.71000000E+00  3.78733270E-04  1.28292492E-05  1.71000000E+00  4.20870009E-04  1.74661456E-05  1.71000000E+00  5.22772776E-04  1.76982863E-05
  1.74000000E+00  2.65949263E-04  9.82605199E-06  1.74000000E+00  1.68340354E-04  1.00559491E-05  1.74000000E+00  1.69615697E-04  9.80860571E-06  1.74000000E+00  2.82640096E-04  8.51841275E-06  1.74000000E+00  2.26649230E-04  1.00448827E-05  1.74000000E+00  2.54458943E-04  7.85492510E-06  1.74000000E+00  2.32637167E-04  7.26925407E-06  1.74000000E+00  2.89070367E-04  1.05776685E-05  1.74000000E+00  2.07881022E-04  7.32673091E-06  1.74000000E+00  1.59791704E-04  6.40589910E-06  1.74000000E+00  2.32913359E-04  1.35306951E-05  1.74000000E+00  3.29311911E-04  9.65541293E-06  1.74000000E+00  3.40515017E-04  1.04998507E-05  1.74000000E+00  2.77903449E-04  8.23512169E-06  1.74000000E+00  2.58238169E-04  1.17192947E-05  1.74000000E+00  4.06039468E-04  1.60946105E-05  1.74000000E+00  2.61729478E-04  1.49162397E-05  1.74000000E+00  4.06992267E-04  1.33071818E-05  1.74000000E+00  4.95225268E-04  1.90573510E-05  1.74000000E+00  5.74488110E-04  1.81401439E-05
  1.77000000E+00  2.99671311E-04  1.07144246E-05  1.77000000E+00  2.01775471E-04  1.16649022E-05  1.77000000E+00  2.09965483E-04  1.10704965E-05  1.77000000E+00  3.41717969E-04  9.41667067E-06  1.77000000E+00  2.62782126E-04  1.15009755E-05  1.77000000E+00  2.93709623E-04  9.61063269E-06  1.77000000E+00  2.72965830E-04  7.72161851E-06  1.77000000E+00  3.42720235E-04  1.08537439E-05  1.77000000E+00  2.44732445E-04  7.33894882E-06  1.77000000E+00  1.81167285E-04  7.17054591E-06  1.77000000E+00  2.55116646E-04  1.30127228E-05  1.77000000E+00  3.72373410E-04  1.04814773E-05  1.77000000E+00  3.89415548E-04  1.14197562E-05  1.77000000E+00  3.31646414E-04  8.91164421E-06  1.77000000E+00  2.93338651E-04  1.10150465E-05  1.77000000E+00  4.61117217E-04  1.71962844E-05  1.77000000E+00  3.05313543E-04  1.58356595E-05  1.77000000E+00  4.63164935E-04  1.55584532E-05  1.77000000E+00  5.64954637E-04  2.08444564E-05  1.77000000E+00  6.58210079E-04  1.90920909E-05
  1.80000000E+00  3.71132685E-04  1.30906351E-05  1.80000000E+00  2.54079367E-04  1.28022400E-05  1.80000000E+00  2.65822537E-04  1.25744816E-05  1.80000000E+00  4.06107849E-04  9.09724450E-06  1.80000000E+00  3.10609881E-04  1.25783096E-05  1.80000000E+00  3.60427752E-04  1.06478519E-05  1.80000000E+00  3.18654429E-04  7.76080593E-06  1.80000000E+00  4.08722484E-04  1.07071941E-05  1.80000000E+00  3.03673761E-04  8.67583866E-06  1.80000000E+00  2.17275872E-04  8.51915724E-06  1.80000000E+00  2.88236362E-04  1.34608461E-05  1.80000000E+00  4.38526964E-04  1.19627557E-05  1.80000000E+00  4.47882572E-04  1.14803081E-05  1.80000000E+00  3.92045726E-04  9.66588486E-06  1.80000000E+00  3.43494343E-04  1.32081000E-05  1.80000000E+00  5.34030908E-04  2.11887997E-05  1.80000000E+00  3.58339521E-04  1.57315805E-05  1.80000000E+00  5.24259439E-04  1.64327776E-05  1.80000000E+00  6.55539255E-04  2.27687140E-05  1.80000000E+00  7.59017422E-04  2.19544410E-05
  1.83000000E+00  4.40995089E-04  1.61189911E-05  1.83000000E+00  3.15801913E-04  1.39491100E-05  1.83000000E+00  3.16128674E-04  1.33179744E-05  1.83000000E+00  4.89332831E-04  1.07316551E-05  1.83000000E+00  3.84871620E-04  1.44458346E-05  1.83000000E+00  4.25396003E-04  1.08014361E-05  1.83000000E+00  3.84548712E-04  9.19308724E-06  1.83000000E+00  4.81228537E-04  1.21060617E-05  1.83000000E+00  3.63438017E-04  9.39547118E-06  1.83000000E+00  2.59661162E-04  8.77741889E-06  1.83000000E+00  3.34984670E-04  1.31708813E-05  1.83000000E+00  5.28360995E-04  1.26717339E-05  1.83000000E+00  5.40382952E-04  1.44426294E-05  1.83000000E+00  4.87146272E-04  1.02120924E-05  1.83000000E+00  4.17474678E-04  1.42433526E-05  1.83000000E+00  6.31158638E-04  2.23691249E-05  1.83000000E+00  4.31173202E-04  1.74347266E-05  1.83000000E+00  6.15443322E-04  1.83742579E-05  1.83000000E+00  7.51441041E-04  2.47337169E-05  1.83000000E+00  8.81315746E-04  2.61923505E-05
  1.86000000E+00  5.30669130E-04  1.60076075E-05  1.86000000E+00  3.84965002E-04  1.57838199E-05  1.86000000E+00  3.88926446E-04  1.39829505E-05  1.86000000E+00  5.99596709E-04  1.12674379E-05  1.86000000E+00  4.79233621E-04  1.58741378E-05  1.86000000E+00  5.14322811E-04  1.22804643E-05  1.86000000E+00  4.77539830E-04  9.86026362E-06  1.86000000E+00  5.84113783E-04  1.27561817E-05  1.86000000E+00  4.45088387E-04  1.06917837E-05  1.86000000E+00  3.10953006E-04  1.04866052E-05  1.86000000E+00  4.11588323E-04  1.31201266E-05  1.86000000E+00  6.30648578E-04  1.34224219E-05  1.86000000E+00  6.45390346E-04  1.43613145E-05  1.86000000E+00  5.86706827E-04  1.18447603E-05  1.86000000E+00  5.14313271E-04  1.73978050E-05  1.86000000E+00  7.56085242E-04  2.62670480E-05  1.86000000E+00  5.15658702E-04  2.05736276E-05  1.86000000E+00  7.28339041E-04  1.96268594E-05  1.86000000E+00  8.93270540E-04  2.70817240E-05  1.86000000E+00  1.03203975E-03  2.64707265E-05
  1.89000000E+00  6.62052450E-04  1.87449275E-05  1.89000000E+00  4.70013306E-04  1.64769155E-05  1.89000000E+00  4.74738827E-04  1.49047784E-05  1.89000000E+00  7.21668006E-04  1.32450147E-05  1.89000000E+00  5.91618666E-04  1.77101372E-05  1.89000000E+00  6.38238582E-04  1.23533174E-05  1.89000000E+00  5.72074724E-04  1.21901891E-05  1.89000000E+00  7.12338008E-04  1.43190043E-05  1.89000000E+00  5.43908513E-04  1.26830585E-05  1.89000000E+00  3.89504731E-04  1.08113953E-05  1.89000000E+00  4.88507573E-04  1.50261894E-05  1.89000000E+00  7.63877587E-04  1.49345950E-05  1.89000000E+00  7.83545162E-04  1.58077907E-05  1.89000000E+00  7.16787211E-04  1.34226075E-05  1.89000000E+00  6.27289348E-04  1.93719824E-05  1.89000000E+00  8.81672661E-04  2.88673300E-05  1.89000000E+00  6.26374284E-04  2.09116693E-05  1.89000000E+00  8.75834117E-04  2.05394915E-05  1.89000000E+00  1.06764308E-03  3.14795422E-05  1.89000000E+00  1.21210251E-03  2.71681444E-05
  1.92000000E+00  7.97776747E-04  2.16886567E-05  1.92000000E+00  5.87446137E-04  2.05588869E-05  1.92000000E+00  5.79069258E-04  1.64620047E-05  1.92000000E+00  8.83648368E-04  1.40922585E-05  1.92000000E+00  7.16769575E-04  1.82500903E-05  1.92000000E+00  7.82373418E-04  1.47094707E-05  1.92000000E+00  7.09629217E-04  1.35041894E-05  1.92000000E+00  8.68944536E-04  1.61848376E-05  1.92000000E+00  6.77707179E-04  1.33047910E-05  1.92000000E+00  4.86379728E-04  1.40333268E-05  1.92000000E+00  6.05559638E-04  1.55504297E-05  1.92000000E+00  9.10330073E-04  1.45387998E-05  1.92000000E+00  9.40889530E-04  1.86261892E-05  1.92000000E+00  8.75463569E-04  1.52278662E-05  1.92000000E+00  7.72533720E-04  2.35818203E-05  1.92000000E+00  1.07129374E-03  3.38494413E-05  1.92000000E+00  7.60692914E-04  2.42314745E-05  1.92000000E+00  1.03024043E-03  2.53939606E-05  1.92000000E+00  1.25566200E-03  3.54445893E-05  1.92000000E+00  1.41941959E-03  3.16958669E-05
  1.95000000E+00  9.71729777E-04  2.62643429E-05  1.95000000E+00  7.31346230E-04  2.13935161E-05  1.95000000E+00  7.14030281E-04  1.92209149E-05  1.95000000E+00  1.06287217E-03  1.72615289E-05  1.95000000E+00  8.89176653E-04  2.15371934E-05  1.95000000E+00  9.54774464E-04  1.62313492E-05  1.95000000E+00  8.72262431E-04  1.65123828E-05  1.95000000E+00  1.05423916E-03  1.61863751E-05  1.95000000E+00  8.27979304E-04  1.56804208E-05  1.95000000E+00  6.01847187E-04  1.50148845E-05  1.95000000E+00  7.46940284E-04  1.71112262E-05  1.95000000E+00  1.11778434E-03  1.77265464E-05  1.95000000E+00  1.13191828E-03  2.10685075E-05  1.95000000E+00  1.07075103E-03  1.66427468E-05  1.95000000E+00  9.30321519E-04  2.58805000E-05  1.95000000E+00  1.28582130E-03  3.67338705E-05  1.95000000E+00  9.32848775E-04  2.50498686E-05  1.95000000E+00  1.23397566E-03  2.88545140E-05  1.95000000E+00  1.49867084E-03  3.99965434E-05  1.95000000E+00  1.67495414E-03  3.45251551E-05
  1.98000000E+00  1.17440887E-03  2.98498091E-05  1.98000000E+00  8.83326571E-04  2.40218618E-05  1.98000000E+00  8.77483991E-04  2.01832626E-05  1.98000000E+00  1.30477816E-03  1.75121878E-05  1.98000000E+00  1.07761448E-03  2.35705600E-05  1.98000000E+00  1.15333693E-03  1.77554539E-05  1.98000000E+00  1.05972157E-03  1.73728215E-05  1.98000000E+00  1.27162618E-03  1.78261278E-05  1.98000000E+00  1.01735232E-03  1.66342586E-05  1.98000000E+00  7.51150355E-04  1.57411740E-05  1.98000000E+00  9.07484177E-04  1.96021706E-05  1.98000000E+00  1.33067500E-03  1.85354780E-05  1.98000000E+00  1.35370148E-03  2.07586440E-05  1.98000000E+00  1.29196494E-03  1.87895153E-05  1.98000000E+00  1.13437662E-03  3.08297969E-05  1.98000000E+00  1.51957960E-03  4.07729896E-05  1.98000000E+00  1.13488950E-03  3.04058133E-05  1.98000000E+00  1.46781561E-03  3.16480150E-05  1.98000000E+00  1.74803520E-03  4.22652235E-05  1.98000000E+00  1.96359143E-03  3.59441823E-05
  2.01000000E+00  1.44521368E-03  3.45515903E-05  2.01000000E+00  1.06762901E-03  2.61433670E-05  2.01000000E+00  1.07555573E-03  2.34877428E-05  2.01000000E+00  1.57182960E-03  1.93399558E-05  2.01000000E+00  1.28881188E-03  2.46536642E-05  2.01000000E+00  1.42129853E-03  2.14981980E-05  2.01000000E+00  1.28694440E-03  1.94988703E-05  2.01000000E+00  1.55057916E-03  1.83803946E-05  2.01000000E+00  1.26477049E-03  1.89622364E-05  2.01000000E+00  9.30057912E-04  1.91890516E-05  2.01000000E+00  1.10853355E-03  2.06904772E-05  2.01000000E+00  1.59076246E-03  1.93299146E-05  2.01000000E+00  1.62795286E-03  2.36064561E-05  2.01000000E+00  1.54787681E-03  1.99859466E-05  2.01000000E+00  1.37968656E-03  3.30883599E-05  2.01000000E+00  1.82990763E-03  4.56418895E-05  2.01000000E+00  1.37575070E-03  3.33911535E-05  2.01000000E+00  1.75484471E-03  3.32404635E-05  2.01000000E+00  2.06376246E-03  4.51943116E-05  2.01000000E+00  2.31931221E-03  4.23997673E-05
  2.04000000E+00  1.71142922E-03  3.78746306E-05  2.04000000E+00  1.32521316E-03  3.04907748E-05  2.04000000E+00  1.31883018E-03  2.60622555E-05  2.04000000E+00  1.88670016E-03  2.04976948E-05  2.04000000E+00  1.57015963E-03  2.96983858E-05  2.04000000E+00  1.71704795E-03  2.15709130E-05  2.04000000E+00  1.56425188E-03  2.27147616E-05  2.04000000E+00  1.87045980E-03  2.17990897E-05  2.04000000E+00  1.52560304E-03  2.17073028E-05  2.04000000E+00  1.15844816E-03  2.18025751E-05  2.04000000E+00  1.36582232E-03  2.22756849E-05  2.04000000E+00  1.93349247E-03  2.15060330E-05  2.04000000E+00  1.93681853E-03  2.58099397E-05  2.04000000E+00  1.87389916E-03  2.26898796E-05  2.04000000E+00  1.67602172E-03  3.88484434E-05  2.04000000E+00  2.18047718E-03  4.87653071E-05  2.04000000E+00  1.65668786E-03  3.71228055E-05  2.04000000E+00  2.09382056E-03  3.82551528E-05  2.04000000E+00  2.44310263E-03  5.10141728E-05  2.04000000E+00  2.72786126E-03  4.56872640E-05
  2.07000000E+00  2.07010191E-03  4.38722857E-05  2.07000000E+00  1.60047485E-03  3.47788264E-05  2.07000000E+00  1.59106588E-03  2.84581016E-05  2.07000000E+00  2.25639507E-03  2.41557758E-05  2.07000000E+00  1.92779112E-03  2.89921586E-05  2.07000000E+00  2.05858063E-03  2.46907172E-05  2.07000000E+00  1.89857570E-03  2.33790459E-05  2.07000000E+00  2.23118165E-03  2.40404288E-05  2.07000000E+00  1.86643502E-03  2.20053769E-05  2.07000000E+00  1.42023910E-03  2.24029409E-05  2.07000000E+00  1.67387716E-03  2.39750605E-05  2.07000000E+00  2.31709160E-03  2.37602144E-05  2.07000000E+00  2.33978219E-03  2.84121040E-05  2.07000000E+00  2.24869371E-03  2.41138644E-05  2.07000000E+00  2.00948063E-03  4.82000187E-05  2.07000000E+00  2.57331137E-03  5.44893291E-05  2.07000000E+00  1.97642402E-03  4.07286173E-05  2.07000000E+00  2.49212755E-03  4.13502079E-05  2.07000000E+00  2.86451405E-03  5.39351468E-05  2.07000000E+00  3.19524146E-03  5.09234765E-05
  2.10000000E+00  2.49569182E-03  4.44261751E-05  2.10000000E+00  1.94766553E-03  3.54132934E-05  2.10000000E+00  1.91458431E-03  3.23192992E-05  2.10000000E+00  2.69260269E-03  2.72287329E-05  2.10000000E+00  2.29959918E-03  3.82359062E-05  2.10000000E+00  2.49235261E-03  2.78438016E-05  2.10000000E+00  2.28591693E-03  2.65290270E-05  2.10000000E+00  2.66883641E-03  2.70301495E-05  2.10000000E+00  2.24887861E-03  2.56694248E-05  2.10000000E+00  1.74379199E-03  2.73123294E-05  2.10000000E+00  2.02065208E-03  2.99645096E-05  2.10000000E+00  2.76752851E-03  2.63516259E-05  2.10000000E+00  2.79854404E-03  2.95985073E-05  2.10000000E+00  2.69129973E-03  2.73296883E-05  2.10000000E+00  2.40816230E-03  4.60002957E-05  2.10000000E+00  3.04937247E-03  5.76065035E-05  2.10000000E+00  2.41246632E-03  4.60579778E-05  2.10000000E+00  2.94740557E-03  4.60053583E-05  2.10000000E+00  3.36616771E-03  6.12952391E-05  2.10000000E+00  3.73284014E-03  5.18548571E-05
  2.13000000E+00  2.99451376E-03  5.66014151E-05  2.13000000E+00  2.34286231E-03  3.87997529E-05  2.13000000E+00  2.32109666E-03  3.46980267E-05  2.13000000E+00  3.22114313E-03  2.78337356E-05  2.13000000E+00  2.73991731E-03  4.04018211E-05  2.13000000E+00  2.98519014E-03  3.05141880E-05  2.13000000E+00  2.73477429E-03  2.88406550E-05  2.13000000E+00  3.19028440E-03  2.88343054E-05  2.13000000E+00  2.76610407E-03  2.83333531E-05  2.13000000E+00  2.14768731E-03  2.93463141E-05  2.13000000E+00  2.44705362E-03  3.12781731E-05  2.13000000E+00  3.27465676E-03  2.91752507E-05  2.13000000E+00  3.30874450E-03  3.14152553E-05  2.13000000E+00  3.19818282E-03  2.79367612E-05  2.13000000E+00  2.88483139E-03  5.55188435E-05  2.13000000E+00  3.59820184E-03  6.26176026E-05  2.13000000E+00  2.89728187E-03  5.49514580E-05  2.13000000E+00  3.49139716E-03  4.83508817E-05  2.13000000E+00  3.90494165E-03  6.35178986E-05  2.13000000E+00  4.35081954E-03  5.63167226E-05
  2.16000000E+00  3.56863879E-03  5.75242408E-05  2.16000000E+00  2.81241765E-03  4.35412883E-05  2.16000000E+00  2.77914326E-03  3.27436457E-05  2.16000000E+00  3.82440694E-03  3.32716509E-05  2.16000000E+00  3.33660217E-03  4.44856454E-05  2.16000000E+00  3.55202194E-03  3.19719611E-05  2.16000000E+00  3.28867020E-03  3.13340878E-05  2.16000000E+00  3.80885720E-03  3.52184896E-05  2.16000000E+00  3.28376080E-03  3.34594736E-05  2.16000000E+00  2.59701268E-03  3.24120528E-05  2.16000000E+00  2.98337526E-03  3.79764010E-05  2.16000000E+00  3.91349047E-03  3.12723929E-05  2.16000000E+00  3.92453890E-03  4.10101583E-05  2.16000000E+00  3.79818538E-03  3.00716903E-05  2.16000000E+00  3.44183010E-03  6.07603476E-05  2.16000000E+00  4.20831838E-03  6.69655662E-05  2.16000000E+00  3.44083072E-03  5.47000637E-05  2.16000000E+00  4.11784583E-03  5.33765275E-05  2.16000000E+00  4.55327674E-03  6.92530809E-05  2.16000000E+00  5.07521214E-03  6.13733990E-05
