#                  N = 40.00                                       N = 60.00                                       N = 60.00                                       N = 40.00                                       N = 40.00                                       N = 40.00                                       N = 40.00                                       N = 40.00                                       N = 30.00                                       N = 30.00                                       N = 30.00                                       N = 30.00                                       N = 20.00                                       N = 20.00                                       N = 20.00                                       N = 20.00                                       N = 10.00                                       N = 10.00                                       N = 10.00                                       N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)
  3.00000000E-01  1.96633575E-01  9.81057840E-04  3.00000000E-01  2.06428843E-01  5.85323010E-04  3.00000000E-01  2.07429930E-01  5.21701114E-04  3.00000000E-01  1.93957355E-01  5.17372159E-04  3.00000000E-01  1.90630595E-01  6.67839821E-04  3.00000000E-01  1.91439596E-01  6.67711168E-04  3.00000000E-01  1.88783237E-01  6.24215053E-04  3.00000000E-01  1.93528741E-01  5.54856663E-04  3.00000000E-01  1.90801905E-01  6.55874586E-04  3.00000000E-01  1.98815551E-01  8.75453886E-04  3.00000000E-01  2.02482907E-01  7.13877743E-04  3.00000000E-01  1.90403634E-01  6.98473531E-04  3.00000000E-01  1.87808409E-01  8.13551655E-04  3.00000000E-01  1.93625552E-01  7.64386075E-04  3.00000000E-01  1.87776140E-01  6.67605050E-04  3.00000000E-01  1.81518594E-01  1.48608931E-03  3.00000000E-01  1.86717827E-01  7.63441834E-04  3.00000000E-01  1.76897878E-01  1.18703931E-03  3.00000000E-01  1.73998372E-01  1.43300644E-03  3.00000000E-01  1.55135679E-01  1.61953966E-03
  3.30000000E-01  1.86226350E-01  1.03000985E-03  3.30000000E-01  1.95165825E-01  5.15745765E-04  3.30000000E-01  1.94742321E-01  4.70103392E-04  3.30000000E-01  1.83081188E-01  4.61632959E-04  3.30000000E-01  1.80918682E-01  5.74331043E-04  3.30000000E-01  1.81015656E-01  5.93867843E-04  3.30000000E-01  1.79256587E-01  5.01132564E-04  3.30000000E-01  1.83327851E-01  5.12370864E-04  3.30000000E-01  1.80907027E-01  5.42980366E-04  3.30000000E-01  1.89937807E-01  7.27039441E-04  3.30000000E-01  1.92778269E-01  6.89029844E-04  3.30000000E-01  1.80371606E-01  5.79527979E-04  3.30000000E-01  1.77813177E-01  7.56797110E-04  3.30000000E-01  1.82887784E-01  6.84683495E-04  3.30000000E-01  1.77846576E-01  6.42875802E-04  3.30000000E-01  1.71897999E-01  1.44737399E-03  3.30000000E-01  1.77499308E-01  6.74913495E-04  3.30000000E-01  1.68446435E-01  1.12077959E-03  3.30000000E-01  1.64492394E-01  1.32640688E-03  3.30000000E-01  1.47154640E-01  1.53030577E-03
  3.60000000E-01  1.75568201E-01  9.87933455E-04  3.60000000E-01  1.82729859E-01  4.46237895E-04  3.60000000E-01  1.82830414E-01  3.77057381E-04  3.60000000E-01  1.72465597E-01  3.70313657E-04  3.60000000E-01  1.69774124E-01  4.92499789E-04  3.60000000E-01  1.70399651E-01  5.87642703E-04  3.60000000E-01  1.69278626E-01  4.38220151E-04  3.60000000E-01  1.72462620E-01  4.29356341E-04  3.60000000E-01  1.70519913E-01  4.23125482E-04  3.60000000E-01  1.80141975E-01  7.00042331E-04  3.60000000E-01  1.82802396E-01  5.19753609E-04  3.60000000E-01  1.70082833E-01  5.09437891E-04  3.60000000E-01  1.67687135E-01  6.75615756E-04  3.60000000E-01  1.72024721E-01  5.73313996E-04  3.60000000E-01  1.67731868E-01  5.30696629E-04  3.60000000E-01  1.62003813E-01  1.33408411E-03  3.60000000E-01  1.66970367E-01  5.85730938E-04  3.60000000E-01  1.59382139E-01  1.06919080E-03  3.60000000E-01  1.54612127E-01  1.26157126E-03  3.60000000E-01  1.39436625E-01  1.44574157E-03
  3.90000000E-01  1.64810685E-01  9.41860988E-04  3.90000000E-01  1.70212775E-01  4.27677640E-04  3.90000000E-01  1.70163696E-01  3.41011621E-04  3.90000000E-01  1.61166059E-01  3.53226510E-04  3.90000000E-01  1.59330249E-01  4.53646790E-04  3.90000000E-01  1.59492465E-01  5.10813761E-04  3.90000000E-01  1.58858382E-01  3.73227677E-04  3.90000000E-01  1.61371501E-01  3.55959378E-04  3.90000000E-01  1.59851682E-01  4.05694141E-04  3.90000000E-01  1.70308054E-01  6.77126452E-04  3.90000000E-01  1.72811246E-01  4.52822903E-04  3.90000000E-01  1.59530551E-01  4.37500681E-04  3.90000000E-01  1.57737368E-01  6.10666770E-04  3.90000000E-01  1.61139152E-01  4.70899799E-04  3.90000000E-01  1.57513631E-01  4.66901865E-04  3.90000000E-01  1.51837890E-01  1.24637465E-03  3.90000000E-01  1.57057606E-01  5.16206045E-04  3.90000000E-01  1.49779993E-01  1.14577199E-03  3.90000000E-01  1.44358284E-01  1.21030706E-03  3.90000000E-01  1.31450297E-01  1.39004617E-03
  4.20000000E-01  1.53729282E-01  1.01018981E-03  4.20000000E-01  1.57701670E-01  3.18769478E-04  4.20000000E-01  1.57468860E-01  2.92346051E-04  4.20000000E-01  1.50425619E-01  3.04240433E-04  4.20000000E-01  1.48839359E-01  3.44074182E-04  4.20000000E-01  1.49238370E-01  4.67450613E-04  4.20000000E-01  1.48294141E-01  3.44468612E-04  4.20000000E-01  1.50053271E-01  2.90109959E-04  4.20000000E-01  1.48866274E-01  3.58615566E-04  4.20000000E-01  1.60235333E-01  6.16419753E-04  4.20000000E-01  1.62521971E-01  3.82411110E-04  4.20000000E-01  1.48586661E-01  3.50737441E-04  4.20000000E-01  1.46888085E-01  5.42638150E-04  4.20000000E-01  1.49984073E-01  3.54072942E-04  4.20000000E-01  1.47381926E-01  3.95679642E-04  4.20000000E-01  1.41720074E-01  1.22402681E-03  4.20000000E-01  1.46654123E-01  4.39980091E-04  4.20000000E-01  1.40391318E-01  1.02653931E-03  4.20000000E-01  1.33884674E-01  1.11979918E-03  4.20000000E-01  1.22825229E-01  1.30244984E-03
  4.50000000E-01  1.42551189E-01  1.00245023E-03  4.50000000E-01  1.45309584E-01  2.95905214E-04  4.50000000E-01  1.45144291E-01  2.59379815E-04  4.50000000E-01  1.39363022E-01  2.54059886E-04  4.50000000E-01  1.38513184E-01  3.01520384E-04  4.50000000E-01  1.38054477E-01  3.50462681E-04  4.50000000E-01  1.37631210E-01  3.07811116E-04  4.50000000E-01  1.38975780E-01  2.31278886E-04  4.50000000E-01  1.38126827E-01  2.87196548E-04  4.50000000E-01  1.50529678E-01  5.89673491E-04  4.50000000E-01  1.51853671E-01  3.80198114E-04  4.50000000E-01  1.37873971E-01  3.45926828E-04  4.50000000E-01  1.36519586E-01  5.00603603E-04  4.50000000E-01  1.38929613E-01  3.49349052E-04  4.50000000E-01  1.36686289E-01  3.64263675E-04  4.50000000E-01  1.31486771E-01  1.12450337E-03  4.50000000E-01  1.36448107E-01  3.71067033E-04  4.50000000E-01  1.30812201E-01  9.94900375E-04  4.50000000E-01  1.24062360E-01  1.12054612E-03  4.50000000E-01  1.14535390E-01  1.19782797E-03
  4.80000000E-01  1.31316476E-01  9.85043129E-04  4.80000000E-01  1.33208270E-01  2.50835863E-04  4.80000000E-01  1.32945860E-01  2.18569898E-04  4.80000000E-01  1.28321957E-01  2.37823953E-04  4.80000000E-01  1.27608890E-01  2.81495281E-04  4.80000000E-01  1.27061616E-01  3.06725797E-04  4.80000000E-01  1.27033004E-01  2.45940352E-04  4.80000000E-01  1.28029484E-01  2.00636680E-04  4.80000000E-01  1.27683383E-01  2.49771339E-04  4.80000000E-01  1.40291785E-01  5.51229015E-04  4.80000000E-01  1.41091142E-01  2.66085767E-04  4.80000000E-01  1.27302165E-01  2.70295149E-04  4.80000000E-01  1.26239450E-01  4.00646263E-04  4.80000000E-01  1.27833902E-01  2.67640808E-04  4.80000000E-01  1.26019587E-01  2.55266665E-04  4.80000000E-01  1.21495128E-01  1.08757335E-03  4.80000000E-01  1.26445168E-01  2.81832179E-04  4.80000000E-01  1.21466054E-01  9.49157833E-04  4.80000000E-01  1.13957829E-01  1.05652917E-03  4.80000000E-01  1.06175420E-01  1.17583052E-03
  5.10000000E-01  1.20796442E-01  9.59481755E-04  5.10000000E-01  1.20905738E-01  2.03253985E-04  5.10000000E-01  1.20674069E-01  2.00744785E-04  5.10000000E-01  1.17428919E-01  2.18672442E-04  5.10000000E-01  1.17100134E-01  2.22586573E-04  5.10000000E-01  1.17123037E-01  2.37518855E-04  5.10000000E-01  1.16465786E-01  2.08425922E-04  5.10000000E-01  1.17409095E-01  2.04940071E-04  5.10000000E-01  1.17223420E-01  2.10099718E-04  5.10000000E-01  1.29958390E-01  5.45138570E-04  5.10000000E-01  1.30739200E-01  2.37210946E-04  5.10000000E-01  1.16667128E-01  2.30094851E-04  5.10000000E-01  1.15852501E-01  4.28195103E-04  5.10000000E-01  1.17044111E-01  2.14641597E-04  5.10000000E-01  1.16294837E-01  2.29173571E-04  5.10000000E-01  1.11463772E-01  1.04066362E-03  5.10000000E-01  1.16204236E-01  2.47424906E-04  5.10000000E-01  1.12137413E-01  9.37713440E-04  5.10000000E-01  1.04018561E-01  9.53034529E-04  5.10000000E-01  9.80100186E-02  1.05135148E-03
  5.40000000E-01  1.10386897E-01  9.67453030E-04  5.40000000E-01  1.09265175E-01  1.99230062E-04  5.40000000E-01  1.09089885E-01  2.03429876E-04  5.40000000E-01  1.07060082E-01  2.09784606E-04  5.40000000E-01  1.07169338E-01  2.05605669E-04  5.40000000E-01  1.06927898E-01  2.06638081E-04  5.40000000E-01  1.06805732E-01  1.89070105E-04  5.40000000E-01  1.06853104E-01  2.00834245E-04  5.40000000E-01  1.06702427E-01  2.10025920E-04  5.40000000E-01  1.20176865E-01  5.01156900E-04  5.40000000E-01  1.20434390E-01  2.46429921E-04  5.40000000E-01  1.06679269E-01  1.70497773E-04  5.40000000E-01  1.05779699E-01  3.79308484E-04  5.40000000E-01  1.06741504E-01  1.85615147E-04  5.40000000E-01  1.06210416E-01  1.94881313E-04  5.40000000E-01  1.01862903E-01  9.84617829E-04  5.40000000E-01  1.06378847E-01  2.24840221E-04  5.40000000E-01  1.02813625E-01  8.56649238E-04  5.40000000E-01  9.50155678E-02  9.37666388E-04  5.40000000E-01  9.01391491E-02  9.84280472E-04
  5.70000000E-01  1.00269562E-01  9.50797602E-04  5.70000000E-01  9.78738514E-02  1.82906701E-04  5.70000000E-01  9.78749769E-02  1.97670220E-04  5.70000000E-01  9.69435894E-02  1.71932262E-04  5.70000000E-01  9.74185169E-02  2.19607677E-04  5.70000000E-01  9.71279885E-02  1.76439467E-04  5.70000000E-01  9.68329825E-02  1.58033891E-04  5.70000000E-01  9.67868561E-02  1.60673764E-04  5.70000000E-01  9.70592508E-02  1.71316848E-04  5.70000000E-01  1.10369056E-01  4.39974328E-04  5.70000000E-01  1.10705733E-01  2.23868298E-04  5.70000000E-01  9.68351068E-02  1.71379524E-04  5.70000000E-01  9.64427928E-02  3.32058522E-04  5.70000000E-01  9.69458779E-02  1.69211504E-04  5.70000000E-01  9.69539252E-02  1.74990192E-04  5.70000000E-01  9.27389723E-02  9.22517208E-04  5.70000000E-01  9.66396034E-02  1.93945587E-04  5.70000000E-01  9.40713617E-02  7.85822891E-04  5.70000000E-01  8.58152226E-02  8.69580300E-04  5.70000000E-01  8.23886271E-02  9.00731155E-04
  6.00000000E-01  9.04739511E-02  9.25324092E-04  6.00000000E-01  8.75705178E-02  1.79892872E-04  6.00000000E-01  8.74601739E-02  1.84609549E-04  6.00000000E-01  8.74578609E-02  1.89817643E-04  6.00000000E-01  8.78933511E-02  1.94563954E-04  6.00000000E-01  8.75066889E-02  1.49423944E-04  6.00000000E-01  8.75414384E-02  1.63554928E-04  6.00000000E-01  8.73493055E-02  1.61443456E-04  6.00000000E-01  8.76432886E-02  1.78278297E-04  6.00000000E-01  1.00957601E-01  4.38033539E-04  6.00000000E-01  1.00795645E-01  2.08325491E-04  6.00000000E-01  8.74289431E-02  1.63581802E-04  6.00000000E-01  8.71055822E-02  3.30772288E-04  6.00000000E-01  8.73004449E-02  1.87851770E-04  6.00000000E-01  8.75288130E-02  1.55601736E-04  6.00000000E-01  8.38091966E-02  8.54786916E-04  6.00000000E-01  8.77739803E-02  1.70502877E-04  6.00000000E-01  8.56404754E-02  7.42833686E-04  6.00000000E-01  7.70591210E-02  8.21557909E-04  6.00000000E-01  7.50302771E-02  8.36461609E-04
  6.30000000E-01  8.14542079E-02  9.09484348E-04  6.30000000E-01  7.75927102E-02  1.96725249E-04  6.30000000E-01  7.75898320E-02  1.86387201E-04  6.30000000E-01  7.84047215E-02  1.80900352E-04  6.30000000E-01  7.91238646E-02  2.01355354E-04  6.30000000E-01  7.85868458E-02  1.54577360E-04  6.30000000E-01  7.88241758E-02  1.46493163E-04  6.30000000E-01  7.81712446E-02  1.71241709E-04  6.30000000E-01  7.86816194E-02  1.81260820E-04  6.30000000E-01  9.19872875E-02  4.08957808E-04  6.30000000E-01  9.15009848E-02  2.20512311E-04  6.30000000E-01  7.85862834E-02  1.52958441E-04  6.30000000E-01  7.83885405E-02  3.24711649E-04  6.30000000E-01  7.82334087E-02  1.75061371E-04  6.30000000E-01  7.88674438E-02  1.71564865E-04  6.30000000E-01  7.53434903E-02  8.02336236E-04  6.30000000E-01  7.89664205E-02  1.49619868E-04  6.30000000E-01  7.75151269E-02  6.96691337E-04  6.30000000E-01  6.88858625E-02  7.97462932E-04  6.30000000E-01  6.78914006E-02  7.74342306E-04
  6.60000000E-01  7.29448383E-02  8.90437789E-04  6.60000000E-01  6.82663830E-02  1.80626956E-04  6.60000000E-01  6.83265989E-02  1.73914194E-04  6.60000000E-01  6.99326611E-02  1.65526291E-04  6.60000000E-01  7.06458790E-02  1.89428418E-04  6.60000000E-01  7.03124876E-02  1.70196592E-04  6.60000000E-01  7.05015835E-02  1.55010984E-04  6.60000000E-01  6.98126925E-02  1.63052465E-04  6.60000000E-01  7.04403434E-02  2.05353960E-04  6.60000000E-01  8.30512102E-02  4.09902039E-04  6.60000000E-01  8.25369374E-02  2.38831221E-04  6.60000000E-01  7.02337046E-02  1.61356472E-04  6.60000000E-01  7.02396470E-02  2.89561638E-04  6.60000000E-01  6.97451292E-02  1.80825944E-04  6.60000000E-01  7.06481610E-02  1.56753610E-04  6.60000000E-01  6.74297025E-02  7.41404209E-04  6.60000000E-01  7.07133766E-02  1.48835927E-04  6.60000000E-01  6.96708253E-02  6.65229706E-04  6.60000000E-01  6.13099325E-02  7.29829241E-04  6.60000000E-01  6.12161334E-02  7.20522545E-04
