#                   N = 2.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  2.21782413E-03  2.47049216E-05
  4.00000000E-02  2.23098094E-03  1.64272935E-05
  8.00000000E-02  2.24274780E-03  1.31508118E-05
  1.20000000E-01  2.23301206E-03  1.23593965E-05
  1.60000000E-01  2.24601224E-03  1.07973973E-05
  2.00000000E-01  2.24065563E-03  9.96372359E-06
  2.40000000E-01  2.24898177E-03  9.39911891E-06
  2.80000000E-01  2.26100817E-03  9.03376640E-06
  3.20000000E-01  2.24378511E-03  8.48412389E-06
  3.60000000E-01  2.25793118E-03  8.15644003E-06
  4.00000000E-01  2.26203889E-03  7.85499802E-06
  4.40000000E-01  2.25733608E-03  8.04080321E-06
  4.80000000E-01  2.26899563E-03  7.67869269E-06
  5.20000000E-01  2.27693546E-03  7.40613861E-06
  5.60000000E-01  2.28363744E-03  7.15992524E-06
  6.00000000E-01  2.29304795E-03  7.18695768E-06
  6.40000000E-01  2.30119721E-03  6.67208761E-06
  6.80000000E-01  2.29695142E-03  6.51902260E-06
  7.20000000E-01  2.31552806E-03  6.44316197E-06
  7.60000000E-01  2.31856921E-03  6.57179659E-06
  8.00000000E-01  2.32804475E-03  6.12598314E-06
  8.40000000E-01  2.33593191E-03  6.04969459E-06
  8.80000000E-01  2.34217719E-03  6.26888395E-06
  9.20000000E-01  2.35196127E-03  5.49202280E-06
  9.60000000E-01  2.36017361E-03  6.06589409E-06
  1.00000000E+00  2.37042876E-03  5.31050219E-06
  1.04000000E+00  2.37463679E-03  5.51496719E-06
  1.08000000E+00  2.38269129E-03  5.18042982E-06
  1.12000000E+00  2.38996556E-03  4.81581808E-06
  1.16000000E+00  2.39666573E-03  4.90828858E-06
  1.20000000E+00  2.39970431E-03  5.42446824E-06
  1.24000000E+00  2.40577096E-03  4.59171479E-06
  1.28000000E+00  2.41708857E-03  5.03296783E-06
  1.32000000E+00  2.41713363E-03  4.41686930E-06
  1.36000000E+00  2.42286414E-03  4.17708280E-06
  1.40000000E+00  2.42975575E-03  4.13400297E-06
  1.44000000E+00  2.42621246E-03  4.09747365E-06
  1.48000000E+00  2.43347271E-03  4.10077373E-06
  1.52000000E+00  2.44086842E-03  3.87669623E-06
  1.56000000E+00  2.43453877E-03  4.55279093E-06
  1.60000000E+00  2.43430040E-03  3.69156860E-06
  1.64000000E+00  2.43456824E-03  3.95697049E-06
  1.68000000E+00  2.43115542E-03  3.50299836E-06
  1.72000000E+00  2.42765803E-03  3.69517554E-06
  1.76000000E+00  2.41659435E-03  3.64203069E-06
  1.80000000E+00  2.40932076E-03  3.25399599E-06
  1.84000000E+00  2.40794241E-03  3.42670849E-06
  1.88000000E+00  2.39896759E-03  3.26961395E-06
  1.92000000E+00  2.38572767E-03  3.07732861E-06
  1.96000000E+00  2.37963809E-03  3.23943219E-06
  2.00000000E+00  2.36153002E-03  3.08178119E-06
  2.04000000E+00  2.34632243E-03  3.03020171E-06
  2.08000000E+00  2.32916590E-03  3.12743931E-06
  2.12000000E+00  2.31508119E-03  2.97451472E-06
  2.16000000E+00  2.29553847E-03  2.71374269E-06
  2.20000000E+00  2.26687827E-03  3.04609251E-06
  2.24000000E+00  2.24300160E-03  3.09456082E-06
  2.28000000E+00  2.21966618E-03  2.55018274E-06
  2.32000000E+00  2.19327618E-03  2.88235024E-06
  2.36000000E+00  2.16080654E-03  2.59428148E-06
  2.40000000E+00  2.12819491E-03  2.48932329E-06
  2.44000000E+00  2.09981527E-03  2.57446585E-06
  2.48000000E+00  2.05879015E-03  2.65966176E-06
  2.52000000E+00  2.01779519E-03  2.42337570E-06
  2.56000000E+00  1.98596869E-03  2.74949746E-06
  2.60000000E+00  1.94630944E-03  2.37904263E-06
  2.64000000E+00  1.90531443E-03  2.63066836E-06
  2.68000000E+00  1.86294516E-03  2.33533928E-06
  2.72000000E+00  1.81076968E-03  2.94796873E-06
  2.76000000E+00  1.76738244E-03  2.34166747E-06
  2.80000000E+00  1.71728635E-03  2.27954220E-06
  2.84000000E+00  1.66635782E-03  2.36268938E-06
  2.88000000E+00  1.61907446E-03  2.30848028E-06
  2.92000000E+00  1.56562342E-03  2.39271222E-06
  2.96000000E+00  1.50782539E-03  2.18929523E-06
  3.00000000E+00  1.45498290E-03  2.62106224E-06
  3.04000000E+00  1.40213840E-03  2.37294588E-06
  3.08000000E+00  1.34483565E-03  2.07720515E-06
