#                   N = 2.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  1.83004070E-03  2.80897495E-05
  4.00000000E-02  1.87465232E-03  1.65419578E-05
  8.00000000E-02  1.86245044E-03  1.53618717E-05
  1.20000000E-01  1.86190614E-03  1.20035380E-05
  1.60000000E-01  1.85619141E-03  1.19011915E-05
  2.00000000E-01  1.86487503E-03  1.14059089E-05
  2.40000000E-01  1.87389178E-03  1.02227216E-05
  2.80000000E-01  1.87793187E-03  9.71299753E-06
  3.20000000E-01  1.88326257E-03  9.28475231E-06
  3.60000000E-01  1.89266195E-03  8.83427517E-06
  4.00000000E-01  1.88963768E-03  8.50067925E-06
  4.40000000E-01  1.90365248E-03  8.65272841E-06
  4.80000000E-01  1.91341860E-03  8.24742349E-06
  5.20000000E-01  1.92038927E-03  7.54692993E-06
  5.60000000E-01  1.94003556E-03  7.50001568E-06
  6.00000000E-01  1.93951223E-03  7.19837639E-06
  6.40000000E-01  1.94861771E-03  6.87699836E-06
  6.80000000E-01  1.97182640E-03  7.07140214E-06
  7.20000000E-01  1.97318239E-03  7.45851725E-06
  7.60000000E-01  1.99091457E-03  6.73596787E-06
  8.00000000E-01  2.00033531E-03  6.49174546E-06
  8.40000000E-01  2.01947322E-03  6.37328149E-06
  8.80000000E-01  2.02669083E-03  6.23431603E-06
  9.20000000E-01  2.03951775E-03  6.02324195E-06
  9.60000000E-01  2.05110072E-03  5.97570966E-06
  1.00000000E+00  2.06655081E-03  5.64086714E-06
  1.04000000E+00  2.07940165E-03  5.50547975E-06
  1.08000000E+00  2.09477719E-03  5.25578220E-06
  1.12000000E+00  2.10721229E-03  5.14610683E-06
  1.16000000E+00  2.12558089E-03  5.52478285E-06
  1.20000000E+00  2.13623014E-03  4.94836989E-06
  1.24000000E+00  2.15195626E-03  4.85659666E-06
  1.28000000E+00  2.16870684E-03  4.94562479E-06
  1.32000000E+00  2.17389024E-03  4.60736365E-06
  1.36000000E+00  2.18933106E-03  5.10748089E-06
  1.40000000E+00  2.20237360E-03  4.43409330E-06
  1.44000000E+00  2.21653153E-03  4.37100787E-06
  1.48000000E+00  2.22246213E-03  4.85602852E-06
  1.52000000E+00  2.23832856E-03  4.33003131E-06
  1.56000000E+00  2.24328495E-03  4.31179942E-06
  1.60000000E+00  2.25802043E-03  4.69242934E-06
  1.64000000E+00  2.26890218E-03  4.16518257E-06
  1.68000000E+00  2.26879201E-03  3.85161657E-06
  1.72000000E+00  2.28286174E-03  3.86627171E-06
  1.76000000E+00  2.28322587E-03  4.57961863E-06
  1.80000000E+00  2.28498640E-03  3.52958591E-06
  1.84000000E+00  2.29092365E-03  3.85382313E-06
  1.88000000E+00  2.29274753E-03  3.52894456E-06
  1.92000000E+00  2.29277835E-03  4.37274872E-06
  1.96000000E+00  2.28761238E-03  3.57505215E-06
  2.00000000E+00  2.28596255E-03  3.21558643E-06
  2.04000000E+00  2.28218309E-03  3.29425268E-06
  2.08000000E+00  2.27887142E-03  3.94892189E-06
  2.12000000E+00  2.27359890E-03  3.11844362E-06
  2.16000000E+00  2.25990949E-03  3.29237177E-06
  2.20000000E+00  2.24653307E-03  3.27186258E-06
  2.24000000E+00  2.23271679E-03  3.25000900E-06
  2.28000000E+00  2.21887154E-03  2.96538424E-06
  2.32000000E+00  2.20292742E-03  3.22243633E-06
  2.36000000E+00  2.18605414E-03  2.93743945E-06
  2.40000000E+00  2.15522817E-03  2.85667235E-06
  2.44000000E+00  2.13622870E-03  3.01691647E-06
  2.48000000E+00  2.10948206E-03  2.87558207E-06
  2.52000000E+00  2.07742961E-03  2.73450629E-06
  2.56000000E+00  2.04582706E-03  2.82223654E-06
  2.60000000E+00  2.01043471E-03  2.91553647E-06
  2.64000000E+00  1.97931237E-03  2.70509873E-06
  2.68000000E+00  1.94025059E-03  2.82447110E-06
  2.72000000E+00  1.90166571E-03  2.69347155E-06
  2.76000000E+00  1.86166351E-03  2.65808406E-06
  2.80000000E+00  1.81286818E-03  2.66678978E-06
  2.84000000E+00  1.76958105E-03  2.72298107E-06
  2.88000000E+00  1.71971489E-03  2.73325960E-06
  2.92000000E+00  1.67206031E-03  2.51181088E-06
  2.96000000E+00  1.62118747E-03  2.45165749E-06
  3.00000000E+00  1.56864715E-03  2.50736523E-06
  3.04000000E+00  1.51391057E-03  2.37268434E-06
  3.08000000E+00  1.46401234E-03  2.40398717E-06
  3.12000000E+00  1.40327906E-03  2.45171126E-06
  3.16000000E+00  1.34626670E-03  2.35536856E-06
  3.20000000E+00  1.28985900E-03  2.30176569E-06
  3.24000000E+00  1.23351294E-03  2.20719857E-06
  3.28000000E+00  1.17104716E-03  2.21518918E-06
  3.32000000E+00  1.11349402E-03  2.07130998E-06
  3.36000000E+00  1.05480602E-03  2.04093231E-06
  3.40000000E+00  9.94787495E-04  1.96782755E-06
  3.44000000E+00  9.37486455E-04  1.99283962E-06
  3.48000000E+00  8.83247926E-04  1.84798686E-06
  3.52000000E+00  8.23454487E-04  1.90333530E-06
  3.56000000E+00  7.68406909E-04  1.80321134E-06
  3.60000000E+00  7.13439411E-04  1.64981440E-06
  3.64000000E+00  6.60535181E-04  1.56908941E-06
  3.68000000E+00  6.08524558E-04  1.73592219E-06
  3.72000000E+00  5.59360893E-04  1.44279431E-06
  3.76000000E+00  5.11964987E-04  1.34869471E-06
  3.80000000E+00  4.64484725E-04  1.41477982E-06
  3.84000000E+00  4.21956763E-04  1.20672111E-06
  3.88000000E+00  3.82000306E-04  1.26303728E-06
  3.92000000E+00  3.41082679E-04  1.05263667E-06
  3.96000000E+00  3.04105423E-04  1.06926541E-06
  4.00000000E+00  2.69392476E-04  1.02287851E-06
  4.04000000E+00  2.38649262E-04  8.51639177E-07
  4.08000000E+00  2.07689555E-04  7.77685831E-07
  4.12000000E+00  1.80912642E-04  7.26322640E-07
  4.16000000E+00  1.56811579E-04  6.68331659E-07
  4.20000000E+00  1.35161701E-04  6.06520523E-07
  4.24000000E+00  1.14878441E-04  5.62459440E-07
  4.28000000E+00  9.70463810E-05  4.90193591E-07
  4.32000000E+00  8.16199712E-05  4.58091378E-07
  4.36000000E+00  6.72780339E-05  4.04046291E-07
  4.40000000E+00  5.57315088E-05  3.71104921E-07
  4.44000000E+00  4.48689771E-05  3.44769223E-07
  4.48000000E+00  3.63130490E-05  3.26449573E-07
  4.52000000E+00  2.89011439E-05  2.46057589E-07
  4.56000000E+00  2.31656054E-05  2.39442875E-07
  4.60000000E+00  1.77381660E-05  1.85742789E-07
  4.64000000E+00  1.37027666E-05  1.64356410E-07
  4.68000000E+00  1.02665713E-05  1.47175800E-07
  4.72000000E+00  7.69727109E-06  1.36490468E-07
  4.76000000E+00  5.75920132E-06  1.01639787E-07
  4.80000000E+00  3.96736671E-06  9.60870376E-08
  4.84000000E+00  2.86792484E-06  8.70288360E-08
  4.88000000E+00  1.89863875E-06  5.79318060E-08
  4.92000000E+00  1.34728145E-06  5.08918985E-08
  4.96000000E+00  9.23900546E-07  3.95915874E-08
  5.00000000E+00  5.64910700E-07  3.45347116E-08
  5.04000000E+00  3.78395691E-07  2.67629075E-08
  5.08000000E+00  2.41143853E-07  2.01310858E-08
  5.12000000E+00  1.47313560E-07  1.81110805E-08
  5.16000000E+00  4.93460395E-08  9.30833160E-09
  5.20000000E+00  3.88047580E-08  7.77443264E-09
  5.24000000E+00  1.28365549E-08  4.49024848E-09
  5.28000000E+00  8.18979123E-09  3.52354949E-09
  5.32000000E+00  5.41896300E-09  3.83175090E-09
  5.36000000E+00  8.96445551E-10  8.97882162E-10
  5.40000000E+00  4.44914858E-09  4.45627863E-09
  5.44000000E+00  0.00000000E+00  0.00000000E+00
  5.48000000E+00  0.00000000E+00  0.00000000E+00
  5.52000000E+00  0.00000000E+00  0.00000000E+00
  5.56000000E+00  0.00000000E+00  0.00000000E+00
  5.60000000E+00  0.00000000E+00  0.00000000E+00
