#                   N = 2.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  2.60846994E-03  2.33078189E-05
  4.00000000E-02  2.64295351E-03  1.38798108E-05
  8.00000000E-02  2.62457642E-03  1.11441152E-05
  1.20000000E-01  2.63860707E-03  1.11218484E-05
  1.60000000E-01  2.62849694E-03  9.47676329E-06
  2.00000000E-01  2.62667148E-03  8.77017466E-06
  2.40000000E-01  2.62642384E-03  8.22381619E-06
  2.80000000E-01  2.63361112E-03  7.43827542E-06
  3.20000000E-01  2.63128059E-03  7.54248292E-06
  3.60000000E-01  2.63931249E-03  7.11670097E-06
  4.00000000E-01  2.63811823E-03  7.11499906E-06
  4.40000000E-01  2.64125240E-03  6.84541687E-06
  4.80000000E-01  2.63617563E-03  6.09339942E-06
  5.20000000E-01  2.64456274E-03  6.03575358E-06
  5.60000000E-01  2.64035855E-03  5.95794210E-06
  6.00000000E-01  2.64490615E-03  5.60813018E-06
  6.40000000E-01  2.65084374E-03  5.46414195E-06
  6.80000000E-01  2.64971381E-03  5.43464314E-06
  7.20000000E-01  2.65229992E-03  5.26720150E-06
  7.60000000E-01  2.65797121E-03  5.18433064E-06
  8.00000000E-01  2.65915885E-03  4.91037841E-06
  8.40000000E-01  2.65710843E-03  4.75994984E-06
  8.80000000E-01  2.65299442E-03  5.33135749E-06
  9.20000000E-01  2.66656319E-03  4.49770808E-06
  9.60000000E-01  2.65798337E-03  4.36880677E-06
  1.00000000E+00  2.65737420E-03  4.38221806E-06
  1.04000000E+00  2.65640260E-03  4.12666456E-06
  1.08000000E+00  2.65925773E-03  4.00414777E-06
  1.12000000E+00  2.65758460E-03  3.89127570E-06
  1.16000000E+00  2.65116528E-03  3.88906466E-06
  1.20000000E+00  2.65198316E-03  3.96335293E-06
  1.24000000E+00  2.64558588E-03  3.58351356E-06
  1.28000000E+00  2.64110282E-03  3.53994378E-06
  1.32000000E+00  2.63355110E-03  3.45578663E-06
  1.36000000E+00  2.63430494E-03  3.63420351E-06
  1.40000000E+00  2.63032348E-03  3.31239199E-06
  1.44000000E+00  2.62048505E-03  3.27114471E-06
  1.48000000E+00  2.61286262E-03  3.65503058E-06
  1.52000000E+00  2.60556588E-03  3.04154190E-06
  1.56000000E+00  2.59238622E-03  2.97608248E-06
  1.60000000E+00  2.58619807E-03  3.27558325E-06
  1.64000000E+00  2.57287196E-03  3.00788658E-06
  1.68000000E+00  2.56287767E-03  2.80371654E-06
  1.72000000E+00  2.54230539E-03  2.72736156E-06
  1.76000000E+00  2.52775514E-03  3.12010227E-06
  1.80000000E+00  2.51131722E-03  2.69174301E-06
  1.84000000E+00  2.49261883E-03  2.61479860E-06
  1.88000000E+00  2.47256921E-03  2.70832449E-06
  1.92000000E+00  2.45131510E-03  2.43965286E-06
  1.96000000E+00  2.43148000E-03  2.44726053E-06
  2.00000000E+00  2.40753131E-03  2.61098796E-06
  2.04000000E+00  2.37778335E-03  2.35245281E-06
  2.08000000E+00  2.35571143E-03  2.25762218E-06
  2.12000000E+00  2.32210632E-03  2.26427352E-06
