#                  N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  1.63087895E-02  2.60595237E-05
  3.00000000E-02  1.63307986E-02  2.40816044E-05
  6.00000000E-02  1.63068599E-02  2.20818903E-05
  9.00000000E-02  1.62553959E-02  2.06019792E-05
  1.20000000E-01  1.62180261E-02  2.14754323E-05
  1.50000000E-01  1.61494910E-02  2.02007339E-05
  1.80000000E-01  1.60761867E-02  2.00221070E-05
  2.10000000E-01  1.59883436E-02  1.97897653E-05
  2.40000000E-01  1.58923876E-02  1.95269594E-05
  2.70000000E-01  1.57757209E-02  1.94721527E-05
  3.00000000E-01  1.56534161E-02  1.85978142E-05
  3.30000000E-01  1.55266319E-02  1.91215057E-05
  3.60000000E-01  1.53839934E-02  1.90426026E-05
  3.90000000E-01  1.52196242E-02  1.81966714E-05
  4.20000000E-01  1.50552022E-02  1.82312808E-05
  4.50000000E-01  1.48806844E-02  1.78925049E-05
  4.80000000E-01  1.46916460E-02  1.72941299E-05
  5.10000000E-01  1.44886571E-02  1.68161178E-05
  5.40000000E-01  1.42852661E-02  1.67356246E-05
  5.70000000E-01  1.40626403E-02  1.67757979E-05
  6.00000000E-01  1.38322757E-02  1.65956024E-05
  6.30000000E-01  1.35968739E-02  1.60935126E-05
  6.60000000E-01  1.33528010E-02  1.55000554E-05
  6.90000000E-01  1.31021584E-02  1.50935237E-05
  7.20000000E-01  1.28421594E-02  1.50627041E-05
  7.50000000E-01  1.25724353E-02  1.48832199E-05
  7.80000000E-01  1.22986872E-02  1.44015256E-05
  8.10000000E-01  1.20146250E-02  1.37963311E-05
  8.40000000E-01  1.17288320E-02  1.38956083E-05
  8.70000000E-01  1.14321002E-02  1.33263864E-05
  9.00000000E-01  1.11360407E-02  1.32356038E-05
  9.30000000E-01  1.08337827E-02  1.26392690E-05
  9.60000000E-01  1.05254959E-02  1.24541196E-05
  9.90000000E-01  1.02148980E-02  1.18332638E-05
  1.02000000E+00  9.90067420E-03  1.14677525E-05
  1.05000000E+00  9.58516273E-03  1.14145727E-05
  1.08000000E+00  9.26670733E-03  1.06884707E-05
  1.11000000E+00  8.94629079E-03  1.01606132E-05
  1.14000000E+00  8.62831315E-03  9.70191978E-06
  1.17000000E+00  8.30760265E-03  9.54247541E-06
  1.20000000E+00  7.98383023E-03  9.07833003E-06
  1.23000000E+00  7.66829989E-03  8.93159642E-06
  1.26000000E+00  7.34912514E-03  8.66188907E-06
  1.29000000E+00  7.03298062E-03  8.27290412E-06
  1.32000000E+00  6.72155701E-03  7.58888619E-06
  1.35000000E+00  6.41114417E-03  7.35857793E-06
  1.38000000E+00  6.10602879E-03  7.04904027E-06
  1.41000000E+00  5.80438779E-03  6.63426584E-06
  1.44000000E+00  5.50758886E-03  6.31938623E-06
  1.47000000E+00  5.21694559E-03  6.06439108E-06
  1.50000000E+00  4.93071261E-03  5.75386481E-06
  1.53000000E+00  4.65356439E-03  5.50158366E-06
  1.56000000E+00  4.38050836E-03  5.08709616E-06
  1.59000000E+00  4.11495070E-03  4.93686580E-06
  1.62000000E+00  3.85638845E-03  4.41620572E-06
  1.65000000E+00  3.60897009E-03  4.31509001E-06
  1.68000000E+00  3.36612646E-03  3.98494408E-06
  1.71000000E+00  3.13445491E-03  3.65252018E-06
  1.74000000E+00  2.90947400E-03  3.29746778E-06
  1.77000000E+00  2.69433066E-03  3.20170831E-06
  1.80000000E+00  2.49098025E-03  2.98945771E-06
  1.83000000E+00  2.29288823E-03  2.77908158E-06
  1.86000000E+00  2.10650794E-03  2.61950214E-06
  1.89000000E+00  1.92869257E-03  2.33833245E-06
  1.92000000E+00  1.76101707E-03  2.26299175E-06
  1.95000000E+00  1.60284323E-03  2.05265430E-06
  1.98000000E+00  1.45454388E-03  2.01004338E-06
  2.01000000E+00  1.31461310E-03  1.78489410E-06
  2.04000000E+00  1.18410344E-03  1.57131040E-06
  2.07000000E+00  1.06329104E-03  1.47973842E-06
  2.10000000E+00  9.50499628E-04  1.27417741E-06
  2.13000000E+00  8.46380081E-04  1.13959634E-06
  2.16000000E+00  7.50085300E-04  1.05508653E-06
  2.19000000E+00  6.62526184E-04  9.01940577E-07
  2.22000000E+00  5.82713753E-04  7.96290050E-07
