#                  N = 20.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  1.34675218E-02  1.46275848E-04
  4.00000000E-02  1.34530622E-02  1.24734843E-04
  8.00000000E-02  1.35091946E-02  1.19294378E-04
  1.20000000E-01  1.34844990E-02  1.17996205E-04
  1.60000000E-01  1.35142306E-02  1.16662300E-04
  2.00000000E-01  1.34461477E-02  1.13123092E-04
  2.40000000E-01  1.34783714E-02  1.06598357E-04
  2.80000000E-01  1.35074805E-02  1.07410051E-04
  3.20000000E-01  1.34849567E-02  1.01466797E-04
  3.60000000E-01  1.35126625E-02  9.66268142E-05
  4.00000000E-01  1.35305461E-02  9.29152767E-05
  4.40000000E-01  1.35446206E-02  8.75868145E-05
  4.80000000E-01  1.35440910E-02  8.46702402E-05
  5.20000000E-01  1.35753473E-02  7.99648729E-05
  5.60000000E-01  1.36101373E-02  7.31353608E-05
  6.00000000E-01  1.36530878E-02  6.99527920E-05
  6.40000000E-01  1.37071845E-02  6.71496825E-05
  6.80000000E-01  1.37430159E-02  6.20226414E-05
  7.20000000E-01  1.38064155E-02  5.75341496E-05
  7.60000000E-01  1.38751822E-02  5.39754943E-05
  8.00000000E-01  1.39683394E-02  5.00467106E-05
  8.40000000E-01  1.40339151E-02  4.61487341E-05
  8.80000000E-01  1.41537968E-02  4.25114877E-05
  9.20000000E-01  1.42417960E-02  4.01544841E-05
  9.60000000E-01  1.43532050E-02  3.71403988E-05
  1.00000000E+00  1.44867704E-02  3.54344000E-05
  1.04000000E+00  1.46324014E-02  3.27402015E-05
  1.08000000E+00  1.47665802E-02  2.99529086E-05
  1.12000000E+00  1.49410702E-02  2.81017693E-05
  1.16000000E+00  1.50960787E-02  2.81279986E-05
  1.20000000E+00  1.52815451E-02  2.58452785E-05
  1.24000000E+00  1.54456466E-02  2.47915899E-05
  1.28000000E+00  1.56393838E-02  2.42538404E-05
  1.32000000E+00  1.58455558E-02  2.42239240E-05
  1.36000000E+00  1.60485600E-02  2.42263146E-05
  1.40000000E+00  1.62765009E-02  2.44292531E-05
  1.44000000E+00  1.65002067E-02  2.55471515E-05
  1.48000000E+00  1.67362034E-02  2.54558755E-05
  1.52000000E+00  1.69578082E-02  2.59452348E-05
  1.56000000E+00  1.72263429E-02  2.71330382E-05
  1.60000000E+00  1.74861760E-02  2.75140213E-05
  1.64000000E+00  1.77447607E-02  2.71029166E-05
  1.68000000E+00  1.80111164E-02  2.81954997E-05
  1.72000000E+00  1.82760260E-02  2.85888773E-05
  1.76000000E+00  1.85503450E-02  2.87737166E-05
  1.80000000E+00  1.88276772E-02  2.91157019E-05
  1.84000000E+00  1.90852123E-02  2.95654054E-05
  1.88000000E+00  1.93706157E-02  2.95460977E-05
  1.92000000E+00  1.96443936E-02  3.03555171E-05
  1.96000000E+00  1.99128113E-02  2.98592035E-05
  2.00000000E+00  2.01615202E-02  2.98124150E-05
  2.04000000E+00  2.04363118E-02  2.92536783E-05
  2.08000000E+00  2.06874082E-02  2.95756184E-05
  2.12000000E+00  2.09340888E-02  2.92555204E-05
  2.16000000E+00  2.11665835E-02  3.07491702E-05
  2.20000000E+00  2.13962658E-02  2.91722069E-05
  2.24000000E+00  2.16204326E-02  2.97680033E-05
  2.28000000E+00  2.18151878E-02  2.85631087E-05
  2.32000000E+00  2.20038455E-02  2.94129752E-05
  2.36000000E+00  2.21491440E-02  2.91040086E-05
  2.40000000E+00  2.23142620E-02  3.14185950E-05
  2.44000000E+00  2.24313622E-02  3.00990416E-05
  2.48000000E+00  2.25517350E-02  2.96538397E-05
  2.52000000E+00  2.26078528E-02  3.05050001E-05
  2.56000000E+00  2.26747381E-02  3.19096366E-05
  2.60000000E+00  2.26894165E-02  3.26467757E-05
  2.64000000E+00  2.26777637E-02  3.26830595E-05
  2.68000000E+00  2.26202947E-02  3.28066724E-05
  2.72000000E+00  2.25499577E-02  3.47030225E-05
  2.76000000E+00  2.24418659E-02  3.46091385E-05
