#                  N = 30.00                    
#          r [Å]            ρ(r)           Δρ(r)
  0.00000000E+00  2.77558021E-02  6.08260989E-04
  4.00000000E-02  2.74841157E-02  5.78371920E-04
  8.00000000E-02  2.74021490E-02  5.88594047E-04
  1.20000000E-01  2.72170010E-02  5.81677586E-04
  1.60000000E-01  2.69007633E-02  5.61879326E-04
  2.00000000E-01  2.67279966E-02  5.47888578E-04
  2.40000000E-01  2.63587764E-02  5.32556935E-04
  2.80000000E-01  2.60764069E-02  5.15777704E-04
  3.20000000E-01  2.56194372E-02  4.92987507E-04
  3.60000000E-01  2.51436080E-02  4.59931130E-04
  4.00000000E-01  2.46504523E-02  4.33644888E-04
  4.40000000E-01  2.42147062E-02  4.13581518E-04
  4.80000000E-01  2.36980473E-02  3.83599964E-04
  5.20000000E-01  2.31007731E-02  3.52826737E-04
  5.60000000E-01  2.26084565E-02  3.28576052E-04
  6.00000000E-01  2.20810956E-02  3.04317548E-04
  6.40000000E-01  2.15795816E-02  2.74198449E-04
  6.80000000E-01  2.10117459E-02  2.50082163E-04
  7.20000000E-01  2.05495679E-02  2.25324233E-04
  7.60000000E-01  2.00294012E-02  2.01390596E-04
  8.00000000E-01  1.95653607E-02  1.83045052E-04
  8.40000000E-01  1.91598978E-02  1.58048419E-04
  8.80000000E-01  1.87256191E-02  1.44494633E-04
  9.20000000E-01  1.83783421E-02  1.23697721E-04
  9.60000000E-01  1.80126167E-02  1.09004115E-04
  1.00000000E+00  1.76836956E-02  9.64510195E-05
  1.04000000E+00  1.73684910E-02  7.96801677E-05
  1.08000000E+00  1.71134660E-02  6.87264793E-05
  1.12000000E+00  1.69090309E-02  5.81269799E-05
  1.16000000E+00  1.67532739E-02  5.29460029E-05
  1.20000000E+00  1.65662195E-02  4.96617509E-05
  1.24000000E+00  1.64497125E-02  4.47090817E-05
  1.28000000E+00  1.63670702E-02  4.86045139E-05
  1.32000000E+00  1.63380477E-02  5.45731260E-05
  1.36000000E+00  1.63057377E-02  5.95944100E-05
  1.40000000E+00  1.63227512E-02  6.31412566E-05
  1.44000000E+00  1.63710994E-02  7.00262087E-05
  1.48000000E+00  1.64697981E-02  7.40342188E-05
  1.52000000E+00  1.65522064E-02  7.71110235E-05
  1.56000000E+00  1.66973486E-02  8.12168084E-05
  1.60000000E+00  1.68573025E-02  8.55168912E-05
  1.64000000E+00  1.70106414E-02  8.89991794E-05
  1.68000000E+00  1.72324498E-02  9.00343410E-05
  1.72000000E+00  1.74695097E-02  9.40450720E-05
  1.76000000E+00  1.77240876E-02  9.46507335E-05
  1.80000000E+00  1.80240063E-02  9.65156340E-05
  1.84000000E+00  1.83482050E-02  9.49767756E-05
  1.88000000E+00  1.86653631E-02  9.54954884E-05
  1.92000000E+00  1.90142233E-02  9.30755075E-05
  1.96000000E+00  1.93675605E-02  9.61488793E-05
  2.00000000E+00  1.97641803E-02  9.31254692E-05
  2.04000000E+00  2.01667272E-02  8.97691101E-05
  2.08000000E+00  2.05837316E-02  8.91386963E-05
  2.12000000E+00  2.09996702E-02  8.73028303E-05
  2.16000000E+00  2.14466353E-02  8.24607755E-05
  2.20000000E+00  2.19066363E-02  7.96488420E-05
  2.24000000E+00  2.23631752E-02  7.60513960E-05
  2.28000000E+00  2.28300904E-02  7.34626205E-05
  2.32000000E+00  2.32893800E-02  6.78218566E-05
  2.36000000E+00  2.37574350E-02  6.32839855E-05
  2.40000000E+00  2.42099252E-02  5.79519239E-05
  2.44000000E+00  2.46602232E-02  5.32654751E-05
  2.48000000E+00  2.51084194E-02  4.65438377E-05
  2.52000000E+00  2.55244570E-02  4.92572302E-05
