#                   u = 0.10                                        u = 0.20                                        u = 0.30                                        u = 0.40                                        u = 0.50                                        u = 0.70                                        u = 0.90                                        u = 1.10                                        u = 1.30                                        u = 1.50                                        u = 1.90                                        u = 2.10                                        u = 2.50                                        u = 2.50                                        u = 2.80                                       u = -0.10                                       u = -0.20                                       u = -0.30                                       u = -0.40                                       u = -0.50                                       u = -0.60                                       u = -0.70                                       u = -0.80                                       u = -0.90                                       u = -1.00                                       u = -1.10                                       u = -1.20                                       u = -1.30                                       u = -1.40                                       u = -1.50                                       u = -1.60                                       u = -1.70                                       u = -1.80                                       u = -1.90                                       u = -2.00                                       u = -2.10                                       u = -2.20                                       u = -2.30                                       u = -2.40                                       u = -2.50                                       u = -2.60                    
#          r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)
  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00  6.92000000E+00  0.00000000E+00  0.00000000E+00
  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00  6.96000000E+00  0.00000000E+00  0.00000000E+00
  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00  7.00000000E+00  0.00000000E+00  0.00000000E+00
  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00  7.04000000E+00  0.00000000E+00  0.00000000E+00
  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00  7.08000000E+00  0.00000000E+00  0.00000000E+00
  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00  7.12000000E+00  0.00000000E+00  0.00000000E+00
  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00  7.16000000E+00  0.00000000E+00  0.00000000E+00
  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00  7.20000000E+00  0.00000000E+00  0.00000000E+00
  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00  7.24000000E+00  0.00000000E+00  0.00000000E+00
  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00  7.28000000E+00  0.00000000E+00  0.00000000E+00
  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00  7.32000000E+00  0.00000000E+00  0.00000000E+00
